sequence,valid_frames,skipped_frames,algorithm,max_n,repeats,trim_each_side,avg_ms,avg_fps,avg_nonground_points,min_nonground_points,max_nonground_points
00,3,0,FECunion,0,7,1,27.335185,36.582888,57841.000000,56795,58860
