sample,mode,sequence,frame_id,target_points,points,max_n,min_cluster_size,tolerance,total_ms,build_ms,search_ms,merge_ms,final_ms,search_calls,avg_search_ms,total_neighbors_returned,avg_neighbors_returned,max_neighbors_returned,saturation_count,saturation_rate,neighbor_scan_pass1,neighbor_scan_pass2,relabel_trigger_count,relabel_point_visits,clusters,clustered_points
fusion_seq00_1500000,fusion,00,,1500000,1500000,0,100,0.200000,5993.525533,216.305373,474.332213,5228.359258,57.263300,197596,0.002401,2940845,14.883120,59,0,0.000000,2940845,2940845,15801,23701500000,379,1406010
fusion_seq00_1500000,fusion,00,,1500000,1500000,50,100,0.200000,6045.828596,198.631356,479.403778,5302.400951,51.494171,197595,0.002426,2940774,14.882836,50,36,0.000182,2940774,2940774,15800,23700000000,379,1406010
