sample,mode,sequence,frame_id,target_points,points,max_n,min_cluster_size,tolerance,total_ms,build_ms,search_ms,merge_ms,final_ms,search_calls,avg_search_ms,total_neighbors_returned,avg_neighbors_returned,max_neighbors_returned,saturation_count,saturation_rate,neighbor_scan_pass1,neighbor_scan_pass2,relabel_trigger_count,relabel_point_visits,clusters,clustered_points
single_frame_seq08_000000,single-frame,08,000000,0,41313,0,100,0.200000,20.849746,3.113589,10.268680,5.185606,1.457070,16030,0.000641,66960,4.177168,126,0,0.000000,66960,66960,561,23176593,39,18494
single_frame_seq08_000000,single-frame,08,000000,0,41313,50,100,0.200000,20.576302,2.770338,10.035185,5.553757,1.406429,16084,0.000624,66924,4.160905,50,131,0.008145,66924,66924,562,23217906,39,18494
