scope,valid_frames,avg_nonground_points,FECunion_maxn0_ms,FECunion_maxn0_fps,FECunion_maxn50_ms,FECunion_maxn50_fps,FEC_maxn0_ms,FEC_maxn0_fps,FEC_maxn50_ms,FEC_maxn50_fps
overall,23201,68844.19469,17.11226,58.437634,19.162365,52.185625,25.36473,39.424824,27.114463,36.880686
