algorithm,max_n,repeats,trim_each_side,valid_frames,skipped_frames,avg_ms,avg_fps,avg_nonground_points,min_nonground_points,max_nonground_points
FECunion,0,7,1,23201,0,17.112260,58.437634,68844.194690,17507,114154
