sequence,frame_id,raw_points,removed_ground_points,nonground_points,algorithm,csf_ms,cluster_ms,total_ms,cluster_fps,total_fps,clusters
01,000026,122807,106328,16479,FEC,148.991003,8.331530,157.322533,120.025974,6.356369,4
01,000027,122986,106317,16669,FEC,129.809067,8.465316,138.274383,118.129081,7.231998,7
01,000028,123035,105984,17051,FEC,98.920833,8.498441,107.419274,117.668641,9.309316,7
01,000029,122930,105525,17405,FEC,95.273886,9.198808,104.472694,108.709737,9.571879,6
01,000030,122859,105545,17314,FEC,113.270809,9.277250,122.548059,107.790563,8.160064,6
01,000031,123000,105595,17405,FEC,130.749969,8.930000,139.679969,111.982083,7.159223,4
01,000032,123166,106131,17035,FEC,161.481316,8.821760,170.303076,113.356065,5.871885,5
01,000033,123170,105791,17379,FEC,186.072643,9.965724,196.038367,100.343939,5.101042,5
01,000034,123128,103735,19393,FEC,163.834686,11.001766,174.836452,90.894498,5.719631,3
01,000035,123037,107937,15100,FEC,132.280371,8.548825,140.829196,116.975140,7.100800,3
01,000036,123005,104369,18636,FEC,103.297365,9.583749,112.881114,104.343300,8.858878,6
01,000037,123045,103678,19367,FEC,99.071528,9.629260,108.700788,103.850140,9.199565,4
01,000038,122948,106858,16090,FEC,109.196255,8.871622,118.067877,112.718959,8.469704,6
01,000039,122833,104234,18599,FEC,138.784268,9.432955,148.217223,106.011319,6.746854,6
01,000040,122512,106211,16301,FEC,133.084414,8.612278,141.696692,116.113298,7.057328,3
01,000041,122216,101564,20652,FEC,100.016597,11.076856,111.093453,90.278324,9.001431,6
01,000042,122000,104243,17757,FEC,146.184602,9.340935,155.525537,107.055664,6.429812,7
01,000043,121735,103983,17752,FEC,123.611998,10.210330,133.822328,97.940027,7.472595,8
01,000044,121540,102599,18941,FEC,130.441377,11.462333,141.903710,87.242274,7.047032,12
01,000045,121415,103393,18022,FEC,112.277709,9.727532,122.005241,102.800998,8.196369,11
01,000046,121284,103149,18135,FEC,93.277721,9.680306,102.958027,103.302520,9.712696,13
01,000047,121071,101924,19147,FEC,77.730560,11.490787,89.221347,87.026241,11.208080,15
01,000048,120884,102097,18787,FEC,93.072033,13.154287,106.226320,76.020844,9.413863,10
01,000049,120756,100763,19993,FEC,99.318609,10.936725,110.255334,91.435050,9.069856,16
01,000050,120711,98758,21953,FEC,89.055640,11.861264,100.916904,84.308047,9.909143,16
01,000051,120714,99678,21036,FEC,94.323429,11.344692,105.668121,88.146950,9.463592,14
01,000052,120576,99336,21240,FEC,164.530298,12.342343,176.872641,81.021893,5.653786,12
01,000053,120631,95778,24853,FEC,172.037742,14.118547,186.156289,70.828818,5.371830,18
01,000054,120545,97425,23120,FEC,94.257251,13.542920,107.800171,73.839320,9.276423,12
01,000055,120665,98774,21891,FEC,109.129860,12.522780,121.652640,79.854473,8.220126,14
01,000056,120861,97661,23200,FEC,83.814136,13.237056,97.051192,75.545499,10.303840,13
01,000057,120986,92343,28643,FEC,90.986402,15.554539,106.540941,64.289916,9.386063,19
01,000058,121152,95346,25806,FEC,85.205286,14.100049,99.305335,70.921739,10.069952,13
01,000059,121471,93922,27549,FEC,90.306807,15.045099,105.351906,66.466828,9.491997,17
01,000060,121622,91752,29870,FEC,76.849455,16.379250,93.228705,61.052857,10.726310,16
01,000061,121778,91156,30622,FEC,80.904327,16.566426,97.470753,60.363050,10.259488,17
01,000062,122012,86455,35557,FEC,96.036362,20.010752,116.047114,49.973134,8.617190,25
01,000063,122145,89447,32698,FEC,83.590118,18.863494,102.453612,53.012448,9.760515,17
01,000064,122333,90062,32271,FEC,81.303274,18.719947,100.023221,53.418955,9.997678,17
01,000065,122400,86439,35961,FEC,78.367253,19.264945,97.632198,51.907753,10.242523,22
01,000066,122552,87604,34948,FEC,65.814160,18.908447,84.722607,52.886416,11.803225,18
01,000067,122546,85634,36912,FEC,203.564937,20.014387,223.579324,49.964058,4.472685,21
01,000068,122525,85990,36535,FEC,212.975045,20.429346,233.404391,48.949193,4.284410,20
01,000069,122522,84552,37970,FEC,155.748438,21.317016,177.065454,46.910881,5.647629,12
01,000070,122676,83614,39062,FEC,237.719775,21.735171,259.454946,46.008380,3.854234,25
01,000071,122836,84153,38683,FEC,217.609484,22.951469,240.560953,43.570196,4.156951,23
01,000072,122817,83873,38944,FEC,195.472405,21.801011,217.273416,45.869432,4.602496,23
01,000073,122909,83466,39443,FEC,210.120003,24.087926,234.207929,41.514575,4.269710,26
01,000074,122978,82343,40635,FEC,120.786658,22.602738,143.389396,44.242428,6.974016,19
01,000075,123141,83320,39821,FEC,152.645063,22.794761,175.439824,43.869730,5.699960,18
01,000076,123281,85594,37687,FEC,161.857476,21.208403,183.065879,47.151122,5.462514,21
01,000077,123542,84057,39485,FEC,106.644845,22.024060,128.668905,45.404889,7.771886,23
01,000078,123739,87707,36032,FEC,66.766472,21.781921,88.548393,45.909633,11.293260,23
01,000079,123820,86645,37175,FEC,108.112233,21.585386,129.697619,46.327640,7.710242,24
01,000080,124060,86614,37446,FEC,124.609943,22.129429,146.739372,45.188694,6.814804,25
01,000081,124019,86709,37310,FEC,75.683404,21.990196,97.673600,45.474811,10.238181,25
01,000082,124166,89721,34445,FEC,62.355415,19.426397,81.781812,51.476349,12.227658,20
01,000083,124253,87589,36664,FEC,69.862462,21.622572,91.485034,46.247967,10.930750,25
01,000084,124370,87669,36701,FEC,82.932611,22.040699,104.973310,45.370612,9.526231,29
01,000085,124461,89709,34752,FEC,63.699400,21.342465,85.041865,46.854944,11.758914,24
01,000086,124582,89812,34770,FEC,69.212712,20.959299,90.172011,47.711519,11.089916,25
01,000087,124702,89794,34908,FEC,71.262415,19.857417,91.119832,50.359017,10.974559,18
01,000088,124755,89116,35639,FEC,97.475657,21.504845,118.980502,46.501149,8.404738,26
01,000089,124837,89051,35786,FEC,89.994392,21.921795,111.916187,45.616702,8.935258,27
01,000090,124389,90178,34211,FEC,87.901655,20.445844,108.347499,48.909695,9.229562,26
01,000091,124828,89679,35149,FEC,64.720727,21.846262,86.566989,45.774421,11.551748,27
01,000092,124798,87702,37096,FEC,73.696353,22.817918,96.514271,43.825208,10.361162,27
01,000093,124846,85990,38856,FEC,71.685811,22.378582,94.064393,44.685584,10.631015,26
01,000094,124834,85865,38969,FEC,79.683826,22.656128,102.339954,44.138169,9.771355,20
01,000095,124816,86621,38195,FEC,74.887420,22.780229,97.667649,43.897715,10.238805,21
01,000096,124870,86343,38527,FEC,85.123671,22.174050,107.297721,45.097761,9.319862,22
01,000097,124858,88837,36021,FEC,98.267065,20.940282,119.207347,47.754849,8.388745,19
01,000098,124889,87215,37674,FEC,83.404065,21.104264,104.508329,47.383789,9.568615,23
01,000099,124855,84060,40795,FEC,72.440566,22.787636,95.228202,43.883446,10.501091,26
02,000000,124649,96585,28064,FEC,84.781098,14.107362,98.888460,70.884975,10.112403,24
02,000001,124531,87670,36861,FEC,299.335328,17.578058,316.913386,56.889106,3.155436,20
02,000002,124411,87566,36845,FEC,235.961415,18.272665,254.234080,54.726555,3.933383,23
02,000003,124253,89225,35028,FEC,231.643511,17.979018,249.622529,55.620390,4.006049,26
02,000004,124173,88593,35580,FEC,227.659963,17.141143,244.801106,58.339167,4.084949,23
02,000005,124116,89651,34465,FEC,275.025943,16.564728,291.590671,60.369238,3.429465,28
02,000006,123967,93025,30942,FEC,255.661181,14.954681,270.615862,66.868695,3.695275,28
02,000007,123889,94442,29447,FEC,235.268273,14.210242,249.478515,70.371778,4.008361,27
02,000008,123881,92777,31104,FEC,251.021251,14.775696,265.796947,67.678707,3.762270,28
02,000009,123810,91071,32739,FEC,268.304384,14.941972,283.246356,66.925570,3.530496,29
02,000010,123652,95838,27814,FEC,207.708505,13.280456,220.988961,75.298619,4.525113,25
02,000011,123548,96054,27494,FEC,177.070591,12.496076,189.566667,80.025121,5.275189,30
02,000012,123409,95195,28214,FEC,290.478122,12.964147,303.442269,77.135812,3.295520,35
02,000013,122918,95597,27321,FEC,235.358364,12.275267,247.633631,81.464623,4.038224,26
02,000014,122184,92797,29387,FEC,275.350611,13.008299,288.358910,76.874002,3.467900,24
02,000015,121930,87370,34560,FEC,285.317278,15.689200,301.006478,63.738113,3.322188,26
02,000016,122092,92543,29549,FEC,305.320084,13.804177,319.124261,72.441841,3.133576,28
02,000017,122044,97162,24882,FEC,251.172315,11.227470,262.399785,89.067261,3.810979,25
02,000018,122377,101216,21161,FEC,107.330823,10.055517,117.386340,99.447895,8.518879,21
02,000019,122768,101168,21600,FEC,145.371832,9.936757,155.308589,100.636455,6.438794,26
02,000020,123245,99616,23629,FEC,347.728279,11.970221,359.698500,83.540646,2.780106,21
02,000021,123534,103053,20481,FEC,137.859076,9.698607,147.557683,103.107591,6.777011,21
02,000022,123496,102772,20724,FEC,177.568879,10.016184,187.585063,99.838421,5.330915,18
02,000023,123464,104006,19458,FEC,127.082129,9.242047,136.324176,108.201138,7.335456,16
02,000024,123380,103969,19411,FEC,138.639694,9.362095,148.001789,106.813699,6.756675,15
02,000025,123288,105607,17681,FEC,124.831518,8.680716,133.512234,115.197871,7.489950,11
02,000026,123216,104870,18346,FEC,126.590097,9.007664,135.597761,111.016574,7.374753,16
02,000027,123227,104577,18650,FEC,118.738975,8.789130,127.528105,113.776904,7.841409,11
02,000028,123274,104470,18804,FEC,286.911388,8.648591,295.559979,115.625771,3.383408,11
02,000029,123137,104107,19030,FEC,313.673015,9.068463,322.741478,110.272270,3.098455,11
02,000030,123189,103519,19670,FEC,295.341584,9.229801,304.571385,108.344698,3.283303,13
02,000031,123076,105438,17638,FEC,308.998521,8.104765,317.103286,123.384207,3.153547,9
02,000032,122917,105742,17175,FEC,238.677549,8.046761,246.724310,124.273605,4.053107,9
02,000033,122775,103949,18826,FEC,338.714387,8.829488,347.543875,113.256850,2.877335,10
02,000034,122511,104710,17801,FEC,230.284041,8.251969,238.536010,121.183199,4.192239,10
02,000035,122347,104100,18247,FEC,342.294587,8.448444,350.743031,118.364991,2.851090,10
02,000036,122263,104815,17448,FEC,253.354408,7.979579,261.333987,125.319895,3.826521,11
02,000037,122194,104300,17894,FEC,218.257924,8.427276,226.685200,118.662306,4.411404,10
02,000038,122052,104893,17159,FEC,191.831424,8.062975,199.894399,124.023701,5.002641,9
02,000039,121991,104841,17150,FEC,96.310950,8.733116,105.044066,114.506666,9.519814,11
02,000040,121879,104060,17819,FEC,235.826653,8.387781,244.214434,119.221043,4.094762,13
02,000041,121805,103868,17937,FEC,243.839123,9.115312,252.954435,109.705515,3.953281,12
02,000042,121689,106320,15369,FEC,110.445838,7.668175,118.114013,130.409126,8.466396,10
02,000043,121725,106160,15565,FEC,93.105336,7.264267,100.369603,137.660138,9.963176,9
02,000044,121513,106423,15090,FEC,122.432226,7.058141,129.490367,141.680366,7.722582,7
02,000045,121181,106081,15100,FEC,97.115426,6.906800,104.022226,144.784850,9.613330,8
02,000046,121043,106000,15043,FEC,100.097745,7.086153,107.183898,141.120295,9.329760,7
02,000047,120764,105328,15436,FEC,201.445777,7.025488,208.471265,142.338867,4.796824,6
02,000048,120254,105477,14777,FEC,206.876229,6.850263,213.726492,145.979797,4.678877,8
02,000049,119823,107131,12692,FEC,78.903715,5.903792,84.807507,169.382661,11.791409,7
02,000050,119260,106288,12972,FEC,84.010906,6.900122,90.911028,144.924974,10.999766,6
02,000051,118944,105570,13374,FEC,178.506000,6.218149,184.724149,160.819562,5.413477,10
02,000052,118662,105558,13104,FEC,183.773998,6.081408,189.855406,164.435604,5.267166,10
02,000053,118378,105905,12473,FEC,148.306483,5.936813,154.243296,168.440542,6.483264,8
02,000054,118087,105665,12422,FEC,129.592236,6.132906,135.725142,163.054839,7.367832,7
02,000055,118303,104961,13342,FEC,144.925352,5.832144,150.757496,171.463530,6.633169,8
02,000056,118110,103213,14897,FEC,147.598817,6.882172,154.480989,145.302965,6.473288,9
02,000057,117646,104370,13276,FEC,90.862884,5.645376,96.508260,177.136120,10.361807,7
02,000058,117313,103447,13866,FEC,140.629364,5.940012,146.569376,168.349828,6.822708,8
02,000059,117377,104496,12881,FEC,93.999008,5.574981,99.573989,179.372809,10.042783,9
02,000060,117264,105299,11965,FEC,75.738786,5.777245,81.516031,173.092884,12.267526,8
