sequence,frame_id,raw_points,removed_ground_points,nonground_points,algorithm,csf_ms,cluster_ms,total_ms,cluster_fps,total_fps,clusters
01,000092,124798,87702,37096,EC,68.561194,33.510485,102.071679,29.841406,9.797037,27
01,000093,124846,85990,38856,EC,67.232040,37.226640,104.458680,26.862483,9.573163,21
01,000094,124834,85865,38969,EC,77.752655,36.021798,113.774453,27.760969,8.789319,23
01,000095,124816,86621,38195,EC,70.137109,36.441315,106.578424,27.441381,9.382762,20
01,000096,124870,86343,38527,EC,82.381363,36.954802,119.336165,27.060083,8.379689,22
01,000097,124858,88837,36021,EC,92.088236,34.359911,126.448147,29.103684,7.908380,18
01,000098,124889,87215,37674,EC,81.363894,39.195462,120.559356,25.513158,8.294669,21
01,000099,124855,84060,40795,EC,71.786430,45.376340,117.162770,22.037917,8.535134,18
02,000000,124649,96585,28064,EC,82.746334,31.348042,114.094376,31.899919,8.764674,24
02,000001,124531,87670,36861,EC,291.564563,43.876074,335.440637,22.791465,2.981153,21
02,000002,124411,87566,36845,EC,229.694225,42.381014,272.075239,23.595471,3.675454,24
02,000003,124253,89225,35028,EC,228.220881,37.753180,265.974061,26.487835,3.759765,26
02,000004,124173,88593,35580,EC,230.073616,39.502799,269.576415,25.314662,3.709523,27
02,000005,124116,89651,34465,EC,269.191018,35.546640,304.737658,28.132054,3.281511,28
02,000006,123967,93025,30942,EC,252.714121,31.077493,283.791614,32.177628,3.523712,29
02,000007,123889,94442,29447,EC,231.076666,29.589547,260.666213,33.795718,3.836324,30
02,000008,123881,92777,31104,EC,245.317709,32.621158,277.938867,30.654951,3.597913,31
02,000009,123810,91071,32739,EC,282.879032,32.475002,315.354034,30.792916,3.171039,34
02,000010,123652,95838,27814,EC,208.881941,30.263712,239.145653,33.042873,4.181552,28
02,000011,123548,96054,27494,EC,205.164383,27.118643,232.283026,36.875001,4.305093,29
02,000012,123409,95195,28214,EC,323.076153,27.597587,350.673740,36.235052,2.851654,31
02,000013,122918,95597,27321,EC,246.733899,26.614413,273.348312,37.573626,3.658336,29
02,000014,122184,92797,29387,EC,291.235237,32.563767,323.799004,30.708978,3.088336,25
02,000015,121930,87370,34560,EC,310.391057,55.562009,365.953066,17.997909,2.732591,28
02,000016,122092,92543,29549,EC,328.953951,43.057726,372.011677,23.224636,2.688088,26
02,000017,122044,97162,24882,EC,260.246940,28.435356,288.682296,35.167487,3.464016,24
02,000018,122377,101216,21161,EC,114.756646,20.633340,135.389986,48.465251,7.386071,25
02,000019,122768,101168,21600,EC,144.739477,19.801767,164.541244,50.500544,6.077504,23
02,000020,123245,99616,23629,EC,360.900354,21.986996,382.887350,45.481429,2.611734,19
02,000021,123534,103053,20481,EC,147.112680,17.006440,164.119120,58.801254,6.093135,20
02,000022,123496,102772,20724,EC,188.380935,16.842856,205.223791,59.372353,4.872729,18
02,000023,123464,104006,19458,EC,129.859573,15.741593,145.601166,63.525972,6.868077,16
02,000024,123380,103969,19411,EC,148.891770,15.806681,164.698451,63.264388,6.071703,16
02,000025,123288,105607,17681,EC,128.527206,14.399175,142.926381,69.448423,6.996609,12
02,000026,123216,104870,18346,EC,134.139341,14.442052,148.581393,69.242238,6.730318,16
02,000027,123227,104577,18650,EC,126.941902,14.620448,141.562350,68.397357,7.064025,10
02,000028,123274,104470,18804,EC,300.855889,15.260906,316.116795,65.526909,3.163388,12
02,000029,123137,104107,19030,EC,323.859455,14.452599,338.312054,69.191707,2.955851,12
02,000030,123189,103519,19670,EC,292.965044,15.338786,308.303830,65.194208,3.243554,14
