sample,mode,sequence,frame_id,target_points,points,max_n,min_cluster_size,tolerance,total_ms,build_ms,search_ms,merge_ms,final_ms,search_calls,avg_search_ms,total_neighbors_returned,avg_neighbors_returned,max_neighbors_returned,saturation_count,saturation_rate,neighbor_scan_pass1,neighbor_scan_pass2,relabel_trigger_count,relabel_point_visits,clusters,clustered_points
fusion_seq00_3000000,fusion,00,,3000000,3000000,0,100,0.200000,23450.108603,421.409276,1142.592609,21736.900721,112.438479,398923,0.002864,5872842,14.721743,59,0,0.000000,5872842,5872842,33134,99402000000,761,2805534
fusion_seq00_3000000,fusion,00,,3000000,3000000,50,100,0.200000,23099.185911,384.814303,1124.615763,21448.209035,110.733196,398923,0.002819,5872790,14.721613,50,41,0.000103,5872790,5872790,33133,99399000000,761,2805534
