sample,mode,sequence,frame_id,target_points,points,max_n,min_cluster_size,tolerance,total_ms,build_ms,search_ms,merge_ms,final_ms,search_calls,avg_search_ms,total_neighbors_returned,avg_neighbors_returned,max_neighbors_returned,saturation_count,saturation_rate,neighbor_scan_pass1,neighbor_scan_pass2,relabel_trigger_count,relabel_point_visits,clusters,clustered_points
fusion_seq00_1500000,fusion,00,,1500000,1500000,0,100,0.200000,5924.556004,218.114566,431.472597,5206.266473,52.416447,197596,0.002184,2940845,14.883120,59,0,0.000000,2940845,2940845,15801,23701500000,379,1406010
fusion_seq00_1500000,fusion,00,,1500000,1500000,50,100,0.200000,6125.862327,171.167049,441.912994,5451.480586,48.432637,197595,0.002236,2940774,14.882836,50,36,0.000182,2940774,2940774,15800,23700000000,379,1406010
