file,target_points,algorithm,max_n,points,run_id,total_ms,build_ms,search_ms,merge_ms,final_ms,clusters
seq00_static_600k.ply,600000,FEC,50,600000,5,1245.495658,67.178698,140.733257,1012.584826,19.369676,221
seq00_static_600k.ply,600000,FEC,50,600000,6,1252.520773,63.842846,143.928998,1019.991839,19.249940,221
seq00_static_600k.ply,600000,FEC,50,600000,7,1225.638409,64.049835,142.366610,994.423491,19.171595,221
seq00_static_600k.ply,600000,FEC1,50,600000,1,215.637371,65.011202,113.498129,9.691550,17.887869,221
seq00_static_600k.ply,600000,FEC1,50,600000,2,212.149953,63.468326,111.938330,9.634552,17.913525,221
seq00_static_600k.ply,600000,FEC1,50,600000,3,212.155446,63.514859,111.834280,9.586006,17.770201,221
seq00_static_600k.ply,600000,FEC1,50,600000,4,212.764443,62.814141,113.235654,9.715523,17.341285,221
seq00_static_600k.ply,600000,FEC1,50,600000,5,213.390095,63.295787,112.893369,9.794071,17.938447,221
seq00_static_600k.ply,600000,FEC1,50,600000,6,214.701681,63.375176,113.729103,9.959790,17.704488,221
seq00_static_600k.ply,600000,FEC1,50,600000,7,212.786623,62.617302,112.673549,9.689360,17.968614,221
seq00_static_600k.ply,600000,FECunion,50,600000,1,192.440971,63.778126,108.822569,5.910099,2.818275,221
seq00_static_600k.ply,600000,FECunion,50,600000,2,226.125139,66.468057,134.407916,6.102209,3.026437,221
seq00_static_600k.ply,600000,FECunion,50,600000,3,216.631036,68.420182,124.724441,5.840843,2.927139,221
seq00_static_600k.ply,600000,FECunion,50,600000,4,202.688531,63.955837,116.697705,6.112003,2.921448,221
seq00_static_600k.ply,600000,FECunion,50,600000,5,193.282531,65.480764,107.862135,5.738719,2.830161,221
seq00_static_600k.ply,600000,FECunion,50,600000,6,192.845410,63.665113,109.119164,5.971124,2.831123,221
seq00_static_600k.ply,600000,FECunion,50,600000,7,198.647981,64.020826,112.947084,6.009176,3.559256,221
seq00_static_650k.ply,650000,FEC,0,650000,1,1473.399164,77.155912,157.205559,1207.764990,25.264497,225
seq00_static_650k.ply,650000,FEC,0,650000,2,1429.021751,77.097720,154.642565,1170.791810,20.528256,225
seq00_static_650k.ply,650000,FEC,0,650000,3,1339.157055,68.473709,153.977013,1091.604804,19.465070,225
seq00_static_650k.ply,650000,FEC,0,650000,4,1316.881986,64.896575,142.205979,1084.653900,19.506116,225
seq00_static_650k.ply,650000,FEC,0,650000,5,1372.313611,65.725248,150.182263,1130.047412,20.601429,225
seq00_static_650k.ply,650000,FEC,0,650000,6,1450.352278,71.693440,162.902331,1187.360665,22.235317,225
seq00_static_650k.ply,650000,FEC,0,650000,7,1450.989494,71.585942,162.203626,1189.722732,21.425514,225
seq00_static_650k.ply,650000,FEC1,0,650000,1,244.223603,70.070380,131.560639,11.121195,20.101255,225
seq00_static_650k.ply,650000,FEC1,0,650000,2,240.617115,70.777119,128.149157,11.008824,19.718063,225
seq00_static_650k.ply,650000,FEC1,0,650000,3,237.648316,70.874498,126.038564,10.644438,19.660173,225
seq00_static_650k.ply,650000,FEC1,0,650000,4,237.870155,71.465978,125.271550,10.806394,19.733358,225
seq00_static_650k.ply,650000,FEC1,0,650000,5,238.969162,70.229561,127.517858,10.879643,19.411156,225
seq00_static_650k.ply,650000,FEC1,0,650000,6,255.760162,75.302128,136.628562,12.478100,17.943912,225
seq00_static_650k.ply,650000,FEC1,0,650000,7,241.680822,67.085018,131.581260,12.372685,17.910198,225
seq00_static_650k.ply,650000,FECunion,0,650000,1,211.104417,65.557206,122.694115,5.829179,2.762125,225
seq00_static_650k.ply,650000,FECunion,0,650000,2,200.225519,64.207477,114.741285,5.804729,2.752942,225
seq00_static_650k.ply,650000,FECunion,0,650000,3,195.177727,60.802738,113.607054,5.691813,2.824146,225
seq00_static_650k.ply,650000,FECunion,0,650000,4,199.387818,64.604606,113.714263,5.540084,2.863950,225
seq00_static_650k.ply,650000,FECunion,0,650000,5,192.595380,62.944129,109.992585,5.653281,2.828536,225
seq00_static_650k.ply,650000,FECunion,0,650000,6,194.209138,62.033326,111.738918,5.678514,2.787887,225
seq00_static_650k.ply,650000,FECunion,0,650000,7,190.445309,63.925110,107.109369,5.623574,2.796888,225
seq00_static_650k.ply,650000,FEC,50,650000,1,1264.866955,60.620472,141.026886,1039.248670,18.515301,225
seq00_static_650k.ply,650000,FEC,50,650000,2,1340.437026,60.069646,152.021211,1104.465472,18.460986,225
seq00_static_650k.ply,650000,FEC,50,650000,3,1308.999062,63.988599,141.615093,1079.293257,18.615591,225
seq00_static_650k.ply,650000,FEC,50,650000,4,1295.728523,61.738543,131.809765,1077.142027,18.909702,225
seq00_static_650k.ply,650000,FEC,50,650000,5,1288.150663,62.853731,144.520252,1056.878622,18.461242,225
seq00_static_650k.ply,650000,FEC,50,650000,6,1309.761990,62.502675,130.670158,1092.854757,18.421291,225
seq00_static_650k.ply,650000,FEC,50,650000,7,1308.728989,60.989401,140.727018,1083.528485,18.155191,225
seq00_static_650k.ply,650000,FEC1,50,650000,1,205.601423,60.095110,106.792171,9.169944,20.129542,225
seq00_static_650k.ply,650000,FEC1,50,650000,2,210.844677,62.937118,110.716469,9.862221,17.563983,225
seq00_static_650k.ply,650000,FEC1,50,650000,3,213.012242,63.699545,111.981883,9.928853,17.619556,225
seq00_static_650k.ply,650000,FEC1,50,650000,4,211.413337,63.717114,110.986595,9.501370,17.362328,225
seq00_static_650k.ply,650000,FEC1,50,650000,5,211.037149,63.652781,110.817727,9.663796,17.188869,225
seq00_static_650k.ply,650000,FEC1,50,650000,6,208.512340,61.840428,109.840541,9.720579,17.231803,225
seq00_static_650k.ply,650000,FEC1,50,650000,7,211.189218,65.918138,108.968575,9.663991,17.004782,225
seq00_static_650k.ply,650000,FECunion,50,650000,1,184.423517,62.087000,103.074806,5.741075,2.778923,225
seq00_static_650k.ply,650000,FECunion,50,650000,2,184.098914,61.326173,103.141240,5.534658,3.345530,225
seq00_static_650k.ply,650000,FECunion,50,650000,3,184.666850,60.668896,104.515296,5.750495,2.770391,225
seq00_static_650k.ply,650000,FECunion,50,650000,4,184.221228,61.139469,104.011699,5.562207,2.712834,225
seq00_static_650k.ply,650000,FECunion,50,650000,5,186.542812,61.549237,105.328922,5.618628,2.699904,225
seq00_static_650k.ply,650000,FECunion,50,650000,6,201.747340,66.801603,114.064799,6.086572,2.992211,225
seq00_static_650k.ply,650000,FECunion,50,650000,7,203.799401,67.935906,114.593438,6.285370,2.948355,225
seq00_static_700k.ply,700000,FEC,0,700000,1,1526.252825,74.292873,170.762104,1250.337391,24.638482,229
seq00_static_700k.ply,700000,FEC,0,700000,2,1493.067839,77.954494,167.026809,1216.663347,24.790491,229
seq00_static_700k.ply,700000,FEC,0,700000,3,1563.014953,76.141193,179.069395,1275.369673,25.441806,229
seq00_static_700k.ply,700000,FEC,0,700000,4,1633.137829,80.871477,190.291815,1328.912746,25.740006,229
seq00_static_700k.ply,700000,FEC,0,700000,5,1619.759158,82.613805,173.912761,1332.425184,23.652970,229
seq00_static_700k.ply,700000,FEC,0,700000,6,1665.020281,82.023600,173.956578,1375.509282,26.293145,229
seq00_static_700k.ply,700000,FEC,0,700000,7,1676.255606,80.750858,194.840425,1366.948471,26.476629,229
seq00_static_700k.ply,700000,FEC1,0,700000,1,276.699874,82.907273,145.989440,12.326418,22.823003,229
seq00_static_700k.ply,700000,FEC1,0,700000,2,276.491217,81.551063,147.062525,12.391352,22.459212,229
seq00_static_700k.ply,700000,FEC1,0,700000,3,268.601416,80.442432,142.089312,11.684066,22.382409,229
seq00_static_700k.ply,700000,FEC1,0,700000,4,277.091320,86.095876,144.161557,12.052454,22.456661,229
seq00_static_700k.ply,700000,FEC1,0,700000,5,273.122266,80.601052,144.912668,12.083011,23.014639,229
seq00_static_700k.ply,700000,FEC1,0,700000,6,274.143619,80.689088,143.335329,11.878904,25.799225,229
seq00_static_700k.ply,700000,FEC1,0,700000,7,271.036532,82.099849,142.531375,11.703581,22.595265,229
seq00_static_700k.ply,700000,FECunion,0,700000,1,259.791654,90.670556,141.986173,7.363133,3.471716,229
seq00_static_700k.ply,700000,FECunion,0,700000,2,248.651930,82.463694,139.308252,7.282085,3.493597,229
seq00_static_700k.ply,700000,FECunion,0,700000,3,253.339937,85.777475,140.417235,7.294628,4.359394,229
seq00_static_700k.ply,700000,FECunion,0,700000,4,254.808800,83.935629,143.865961,7.171530,3.510084,229
seq00_static_700k.ply,700000,FECunion,0,700000,5,248.846585,81.001323,140.428801,7.193967,4.287313,229
seq00_static_700k.ply,700000,FECunion,0,700000,6,255.256057,82.048293,145.526865,7.392403,3.501163,229
seq00_static_700k.ply,700000,FECunion,0,700000,7,251.703795,82.143297,141.156080,7.213455,3.524260,229
seq00_static_700k.ply,700000,FEC,50,700000,1,1676.553927,79.622548,175.914032,1389.806230,24.059959,229
seq00_static_700k.ply,700000,FEC,50,700000,2,1647.872473,79.850752,178.327523,1359.212213,23.718604,229
seq00_static_700k.ply,700000,FEC,50,700000,3,1666.760600,81.845400,179.509386,1375.557555,23.040612,229
seq00_static_700k.ply,700000,FEC,50,700000,4,1710.186329,81.963654,191.419083,1406.596847,23.385649,229
seq00_static_700k.ply,700000,FEC,50,700000,5,1640.489988,80.078011,178.002702,1352.922937,22.670179,229
seq00_static_700k.ply,700000,FEC,50,700000,6,1632.661482,82.586409,171.494386,1348.231794,23.560622,229
seq00_static_700k.ply,700000,FEC,50,700000,7,1673.657137,78.646803,193.414236,1373.256818,21.396001,229
seq00_static_700k.ply,700000,FEC1,50,700000,1,251.795278,74.388127,133.514183,11.554737,20.809348,229
seq00_static_700k.ply,700000,FEC1,50,700000,2,243.871081,73.171448,128.373874,10.991572,20.281896,229
seq00_static_700k.ply,700000,FEC1,50,700000,3,254.417334,74.180513,136.287263,11.894791,19.774944,229
seq00_static_700k.ply,700000,FEC1,50,700000,4,251.348551,75.736274,132.757212,11.368194,19.510281,229
seq00_static_700k.ply,700000,FEC1,50,700000,5,254.895592,77.328196,133.776285,11.763909,20.404850,229
seq00_static_700k.ply,700000,FEC1,50,700000,6,260.737757,79.692852,136.422813,12.047241,20.542440,229
seq00_static_700k.ply,700000,FEC1,50,700000,7,243.451846,71.184828,130.125753,11.365419,19.655588,229
seq00_static_700k.ply,700000,FECunion,50,700000,1,224.504021,74.281414,127.229897,6.672347,3.312887,229
seq00_static_700k.ply,700000,FECunion,50,700000,2,225.120321,75.253549,126.812807,6.763496,3.210232,229
seq00_static_700k.ply,700000,FECunion,50,700000,3,225.673451,76.017438,126.931404,6.626617,3.230370,229
seq00_static_700k.ply,700000,FECunion,50,700000,4,227.777744,73.483350,130.366199,6.858530,3.254676,229
seq00_static_700k.ply,700000,FECunion,50,700000,5,228.303391,75.596148,129.328900,6.744863,3.316154,229
seq00_static_700k.ply,700000,FECunion,50,700000,6,225.876004,75.137708,127.518622,6.686862,3.380765,229
seq00_static_700k.ply,700000,FECunion,50,700000,7,222.269246,74.801892,124.977472,6.650592,3.269966,229
seq00_static_750k.ply,750000,FEC,0,750000,1,1885.647933,83.898042,199.653263,1568.439669,26.595516,235
seq00_static_750k.ply,750000,FEC,0,750000,2,1896.507216,86.101655,201.559694,1575.182576,26.579942,235
seq00_static_750k.ply,750000,FEC,0,750000,3,1788.916510,81.905635,195.200658,1478.389729,26.427994,235
seq00_static_750k.ply,750000,FEC,0,750000,4,1809.082961,86.684350,191.447830,1496.811195,27.213363,235
seq00_static_750k.ply,750000,FEC,0,750000,5,1906.084015,84.809895,200.075241,1588.018156,25.966018,235
seq00_static_750k.ply,750000,FEC,0,750000,6,1956.238304,92.099997,212.786449,1616.160840,27.779493,235
seq00_static_750k.ply,750000,FEC,0,750000,7,1916.066501,89.446645,202.830073,1588.394351,27.946090,235
seq00_static_750k.ply,750000,FEC1,0,750000,1,294.346333,87.603377,156.920137,13.015337,23.561710,235
seq00_static_750k.ply,750000,FEC1,0,750000,2,295.380734,88.709490,156.494012,12.807689,24.047109,235
seq00_static_750k.ply,750000,FEC1,0,750000,3,307.329042,93.798951,161.414780,13.433108,24.597804,235
seq00_static_750k.ply,750000,FEC1,0,750000,4,299.114692,89.534541,158.207563,12.952819,24.164330,235
seq00_static_750k.ply,750000,FEC1,0,750000,5,296.122470,88.358583,157.284293,13.139318,23.534402,235
seq00_static_750k.ply,750000,FEC1,0,750000,6,293.921194,88.720128,155.030167,12.832093,24.046490,235
seq00_static_750k.ply,750000,FEC1,0,750000,7,314.386573,92.096980,167.286956,14.200795,25.868930,235
seq00_static_750k.ply,750000,FECunion,0,750000,1,271.191612,89.702592,152.952331,7.836136,3.662908,235
seq00_static_750k.ply,750000,FECunion,0,750000,2,268.061459,87.819804,151.268718,7.841867,4.150130,235
seq00_static_750k.ply,750000,FECunion,0,750000,3,267.894773,87.092504,151.977152,8.094871,3.730800,235
seq00_static_750k.ply,750000,FECunion,0,750000,4,268.237032,88.168944,151.563824,7.850672,3.772327,235
seq00_static_750k.ply,750000,FECunion,0,750000,5,265.650888,87.746692,149.921756,7.803540,3.553990,235
seq00_static_750k.ply,750000,FECunion,0,750000,6,260.338388,86.916746,146.142374,7.534022,3.915766,235
seq00_static_750k.ply,750000,FECunion,0,750000,7,260.063498,84.919998,147.528262,7.527524,3.586769,235
seq00_static_750k.ply,750000,FEC,50,750000,1,1747.617679,84.780757,194.261347,1434.368355,26.729457,235
seq00_static_750k.ply,750000,FEC,50,750000,2,1747.556809,86.379871,188.850268,1441.119868,24.207273,235
seq00_static_750k.ply,750000,FEC,50,750000,3,1771.609763,83.928492,204.432447,1452.086302,24.092806,235
seq00_static_750k.ply,750000,FEC,50,750000,4,1740.786765,92.050796,189.629969,1428.081198,23.959912,235
seq00_static_750k.ply,750000,FEC,50,750000,5,1737.277079,87.019627,187.799827,1432.346939,23.211466,235
seq00_static_750k.ply,750000,FEC,50,750000,6,1730.701913,83.143115,198.242366,1418.134299,24.207133,235
seq00_static_750k.ply,750000,FEC,50,750000,7,1719.891156,83.285073,184.742976,1421.458095,23.520191,235
seq00_static_750k.ply,750000,FEC1,50,750000,1,284.234945,83.239518,152.436917,12.860523,22.213473,235
seq00_static_750k.ply,750000,FEC1,50,750000,2,293.938050,87.849023,156.325766,13.641716,21.655336,235
seq00_static_750k.ply,750000,FEC1,50,750000,3,278.660212,83.403560,147.340910,12.272246,23.075734,235
seq00_static_750k.ply,750000,FEC1,50,750000,4,282.473676,83.749833,149.860330,12.574434,22.861075,235
seq00_static_750k.ply,750000,FEC1,50,750000,5,283.732358,84.561343,151.157100,12.831712,21.934271,235
seq00_static_750k.ply,750000,FEC1,50,750000,6,283.059420,82.963268,151.005246,12.711439,22.890999,235
seq00_static_750k.ply,750000,FEC1,50,750000,7,276.915252,83.292493,146.423771,12.212990,22.249130,235
seq00_static_750k.ply,750000,FECunion,50,750000,1,257.208572,83.590496,146.785389,7.505146,3.885513,235
seq00_static_750k.ply,750000,FECunion,50,750000,2,250.612779,82.782785,141.878855,7.579294,3.555800,235
seq00_static_750k.ply,750000,FECunion,50,750000,3,248.845105,81.933930,141.431513,7.385737,3.515543,235
seq00_static_750k.ply,750000,FECunion,50,750000,4,264.696837,86.077925,150.869687,7.621192,3.543997,235
seq00_static_750k.ply,750000,FECunion,50,750000,5,252.769777,83.146367,143.362343,7.368842,3.475472,235
seq00_static_750k.ply,750000,FECunion,50,750000,6,248.975331,82.677275,140.871421,7.504649,3.554874,235
seq00_static_750k.ply,750000,FECunion,50,750000,7,249.867239,81.624063,142.296109,7.445552,3.573098,235
seq00_static_800k.ply,800000,FEC,0,800000,1,2003.909480,90.996331,215.327831,1659.270700,30.018421,239
seq00_static_800k.ply,800000,FEC,0,800000,2,1989.048351,94.747244,210.508917,1644.230565,31.629179,239
seq00_static_800k.ply,800000,FEC,0,800000,3,1951.417199,92.501169,212.801382,1610.052162,27.999151,239
seq00_static_800k.ply,800000,FEC,0,800000,4,1992.240572,94.421574,209.288133,1648.614796,30.469010,239
seq00_static_800k.ply,800000,FEC,0,800000,5,2032.293628,94.360918,212.528163,1686.727992,30.637168,239
seq00_static_800k.ply,800000,FEC,0,800000,6,2076.142094,96.500924,223.208491,1716.161885,31.973161,239
seq00_static_800k.ply,800000,FEC,0,800000,7,2054.907227,95.322491,217.883523,1701.203723,32.245669,239
seq00_static_800k.ply,800000,FEC1,0,800000,1,326.878916,97.752452,172.399401,13.976564,27.403448,239
seq00_static_800k.ply,800000,FEC1,0,800000,2,325.279415,97.952565,171.144966,13.965207,27.051380,239
seq00_static_800k.ply,800000,FEC1,0,800000,3,323.040318,96.059549,170.202221,14.133561,27.594958,239
seq00_static_800k.ply,800000,FEC1,0,800000,4,314.080162,95.093459,165.167336,13.541592,26.154233,239
seq00_static_800k.ply,800000,FEC1,0,800000,5,320.295734,96.453037,168.429384,13.701360,27.165163,239
seq00_static_800k.ply,800000,FEC1,0,800000,6,317.865364,95.625362,164.877436,13.581513,29.600501,239
seq00_static_800k.ply,800000,FEC1,0,800000,7,337.619411,96.655698,181.921211,15.451137,26.580561,239
seq00_static_800k.ply,800000,FECunion,0,800000,1,289.486098,94.422152,164.013282,8.215453,3.990233,239
seq00_static_800k.ply,800000,FECunion,0,800000,2,284.188290,94.884069,159.439698,8.112324,3.990767,239
seq00_static_800k.ply,800000,FECunion,0,800000,3,288.664381,95.902176,162.535464,8.295185,3.939217,239
seq00_static_800k.ply,800000,FECunion,0,800000,4,286.839807,95.430165,161.295492,8.362510,3.963916,239
seq00_static_800k.ply,800000,FECunion,0,800000,5,290.156430,94.294992,164.972282,8.380248,4.007198,239
seq00_static_800k.ply,800000,FECunion,0,800000,6,280.781349,94.545124,157.095345,8.125795,3.834135,239
seq00_static_800k.ply,800000,FECunion,0,800000,7,283.456461,89.747664,162.347185,7.934561,3.769579,239
seq00_static_800k.ply,800000,FEC,50,800000,1,2074.860885,94.017014,228.343396,1714.365834,30.131058,239
seq00_static_800k.ply,800000,FEC,50,800000,2,1990.678979,98.061816,205.963248,1649.694419,28.942335,239
seq00_static_800k.ply,800000,FEC,50,800000,3,1993.795389,95.460210,225.132977,1636.191118,28.970559,239
seq00_static_800k.ply,800000,FEC,50,800000,4,1957.131142,89.944277,209.536112,1619.116788,30.590250,239
seq00_static_800k.ply,800000,FEC,50,800000,5,1957.731403,90.531764,214.087392,1617.449441,27.525431,239
seq00_static_800k.ply,800000,FEC,50,800000,6,1930.939102,96.391346,202.837534,1594.518386,29.245154,239
seq00_static_800k.ply,800000,FEC,50,800000,7,2000.034058,92.931116,220.265644,1649.065947,29.824961,239
seq00_static_800k.ply,800000,FEC1,50,800000,1,311.297684,92.005526,163.669028,13.706714,26.979594,239
seq00_static_800k.ply,800000,FEC1,50,800000,2,307.966244,93.232114,161.454986,13.570925,25.318122,239
seq00_static_800k.ply,800000,FEC1,50,800000,3,309.396371,93.805487,161.594498,13.326601,26.366550,239
seq00_static_800k.ply,800000,FEC1,50,800000,4,320.486046,91.755256,172.661117,14.187948,25.990094,239
seq00_static_800k.ply,800000,FEC1,50,800000,5,308.461950,94.525247,159.871026,13.539405,26.240908,239
seq00_static_800k.ply,800000,FEC1,50,800000,6,302.960665,92.060898,158.289393,12.927903,25.959526,239
seq00_static_800k.ply,800000,FEC1,50,800000,7,306.971515,91.232245,160.604190,13.266218,27.700715,239
seq00_static_800k.ply,800000,FECunion,50,800000,1,273.780570,90.850755,153.444211,8.166179,3.846175,239
seq00_static_800k.ply,800000,FECunion,50,800000,2,283.876814,91.870154,160.323060,8.120014,3.815930,239
seq00_static_800k.ply,800000,FECunion,50,800000,3,281.627992,93.762365,156.788454,8.114543,3.886368,239
seq00_static_800k.ply,800000,FECunion,50,800000,4,280.229878,93.332963,156.833783,8.087835,3.903922,239
seq00_static_800k.ply,800000,FECunion,50,800000,5,282.892816,94.145611,158.255759,8.043051,3.853205,239
seq00_static_800k.ply,800000,FECunion,50,800000,6,288.746407,100.185171,157.937595,8.093208,3.751841,239
seq00_static_800k.ply,800000,FECunion,50,800000,7,271.779019,90.560663,151.919157,8.080863,3.959285,239
seq00_static_850k.ply,850000,FEC,0,850000,1,2211.732314,101.837360,224.130620,1844.463520,31.323069,247
seq00_static_850k.ply,850000,FEC,0,850000,2,2289.158870,101.041651,231.091469,1917.506253,31.192875,247
seq00_static_850k.ply,850000,FEC,0,850000,3,2243.172588,97.659503,218.924859,1887.879926,30.323204,247
seq00_static_850k.ply,850000,FEC,0,850000,4,2311.032113,106.345545,232.612906,1931.661860,31.614311,247
seq00_static_850k.ply,850000,FEC,0,850000,5,2373.311067,102.808336,244.438380,1984.656861,32.265388,247
seq00_static_850k.ply,850000,FEC,0,850000,6,2357.215649,103.999126,281.132155,1929.564276,32.273563,247
seq00_static_850k.ply,850000,FEC,0,850000,7,2345.875377,105.571120,262.980529,1938.100986,30.396601,247
seq00_static_850k.ply,850000,FEC1,0,850000,1,331.311753,100.698020,174.250419,14.598538,26.334083,247
seq00_static_850k.ply,850000,FEC1,0,850000,2,345.020879,94.868678,190.554048,16.480083,25.964328,247
seq00_static_850k.ply,850000,FEC1,0,850000,3,325.002889,99.228528,171.874380,14.110135,25.699407,247
seq00_static_850k.ply,850000,FEC1,0,850000,4,318.758488,95.302070,169.996531,14.062865,25.551680,247
seq00_static_850k.ply,850000,FEC1,0,850000,5,322.241136,95.076401,173.096765,14.605166,24.964114,247
seq00_static_850k.ply,850000,FEC1,0,850000,6,324.105460,96.877904,173.309510,14.329470,25.122497,247
seq00_static_850k.ply,850000,FEC1,0,850000,7,320.280743,96.187453,170.579173,14.203849,24.928351,247
seq00_static_850k.ply,850000,FECunion,0,850000,1,297.449628,97.536439,169.658277,8.536813,3.944561,247
seq00_static_850k.ply,850000,FECunion,0,850000,2,296.318008,95.886542,170.452846,8.701677,3.994755,247
seq00_static_850k.ply,850000,FECunion,0,850000,3,300.938660,103.226542,167.613377,8.508102,3.994291,247
seq00_static_850k.ply,850000,FECunion,0,850000,4,296.031930,95.584259,169.898205,8.528604,3.903774,247
seq00_static_850k.ply,850000,FECunion,0,850000,5,298.575752,97.211391,170.077125,8.327921,4.807919,247
seq00_static_850k.ply,850000,FECunion,0,850000,6,301.813376,97.200229,173.396463,8.643391,4.061713,247
seq00_static_850k.ply,850000,FECunion,0,850000,7,299.396930,95.141306,173.401286,8.681201,4.007825,247
seq00_static_850k.ply,850000,FEC,50,850000,1,2182.226826,99.675371,225.097172,1820.343366,29.363780,247
seq00_static_850k.ply,850000,FEC,50,850000,2,2215.987998,95.037459,228.624330,1856.757945,27.600216,247
seq00_static_850k.ply,850000,FEC,50,850000,3,2187.560532,96.180991,217.174457,1839.569829,26.824853,247
seq00_static_850k.ply,850000,FEC,50,850000,4,2238.605296,97.022395,221.866557,1885.586802,26.303350,247
seq00_static_850k.ply,850000,FEC,50,850000,5,2213.537063,96.823451,215.480454,1865.308619,28.143291,247
seq00_static_850k.ply,850000,FEC,50,850000,6,2226.649203,98.747239,224.882223,1868.104837,27.049183,247
seq00_static_850k.ply,850000,FEC,50,850000,7,2344.189243,103.587160,239.968677,1962.725181,29.917477,247
seq00_static_850k.ply,850000,FEC1,50,850000,1,369.453953,112.811309,194.252020,17.320321,27.028277,247
seq00_static_850k.ply,850000,FEC1,50,850000,2,327.665591,98.788489,173.579808,14.740256,25.575637,247
seq00_static_850k.ply,850000,FEC1,50,850000,3,353.110771,102.954372,190.380556,15.904681,26.820766,247
seq00_static_850k.ply,850000,FEC1,50,850000,4,326.558993,100.920819,170.543900,14.366343,25.961134,247
seq00_static_850k.ply,850000,FEC1,50,850000,5,331.074951,101.722144,173.611985,14.884252,25.586099,247
seq00_static_850k.ply,850000,FEC1,50,850000,6,325.423154,95.636922,173.358951,14.744926,26.700124,247
seq00_static_850k.ply,850000,FEC1,50,850000,7,324.365385,97.529057,171.815405,14.497673,25.392450,247
seq00_static_850k.ply,850000,FECunion,50,850000,1,317.338998,98.240803,185.109729,8.939999,4.086945,247
seq00_static_850k.ply,850000,FECunion,50,850000,2,292.463202,99.142003,163.734002,8.608810,4.022142,247
seq00_static_850k.ply,850000,FECunion,50,850000,3,294.279923,99.655716,164.592220,8.596652,3.961879,247
seq00_static_850k.ply,850000,FECunion,50,850000,4,292.120036,97.462768,164.643111,8.646332,3.974108,247
seq00_static_850k.ply,850000,FECunion,50,850000,5,292.279786,95.878458,165.942891,8.695493,4.012203,247
seq00_static_850k.ply,850000,FECunion,50,850000,6,300.792481,99.293979,169.986368,8.645834,4.032835,247
seq00_static_850k.ply,850000,FECunion,50,850000,7,307.952965,99.461409,176.390138,8.850210,4.023418,247
seq00_static_900k.ply,900000,FEC,0,900000,1,2509.081184,106.641017,244.036302,2117.910902,31.977320,262
seq00_static_900k.ply,900000,FEC,0,900000,2,2571.206137,106.082843,253.379790,2174.805564,28.335583,262
seq00_static_900k.ply,900000,FEC,0,900000,3,2586.279324,107.472989,262.756066,2178.277344,29.180041,262
seq00_static_900k.ply,900000,FEC,0,900000,4,2514.972280,106.892004,255.345559,2116.784070,27.473258,262
seq00_static_900k.ply,900000,FEC,0,900000,5,2506.151705,109.858245,243.969976,2115.908550,28.171431,262
seq00_static_900k.ply,900000,FEC,0,900000,6,2510.150676,110.443212,243.323892,2120.016441,28.207096,262
seq00_static_900k.ply,900000,FEC,0,900000,7,2484.578334,104.556568,247.225927,2096.785103,27.737461,262
seq00_static_900k.ply,900000,FEC1,0,900000,1,338.587798,104.583775,178.181512,14.836192,26.226412,262
seq00_static_900k.ply,900000,FEC1,0,900000,2,348.901372,103.285022,186.782274,15.743770,27.064883,262
seq00_static_900k.ply,900000,FEC1,0,900000,3,343.727433,103.687573,182.932047,15.156839,26.723568,262
seq00_static_900k.ply,900000,FEC1,0,900000,4,344.306398,102.701629,184.550391,15.364734,26.316125,262
seq00_static_900k.ply,900000,FEC1,0,900000,5,344.376548,101.524745,184.241476,15.458849,27.671355,262
seq00_static_900k.ply,900000,FEC1,0,900000,6,348.951859,101.397423,188.327518,15.798854,27.368186,262
seq00_static_900k.ply,900000,FEC1,0,900000,7,357.405855,104.170481,194.203079,15.940989,26.526579,262
seq00_static_900k.ply,900000,FECunion,0,900000,1,311.287526,104.416169,175.939380,8.957977,4.176059,262
seq00_static_900k.ply,900000,FECunion,0,900000,2,319.728761,104.866069,182.313066,8.900009,4.235449,262
seq00_static_900k.ply,900000,FECunion,0,900000,3,323.493383,104.231644,185.671606,9.163496,4.643437,262
seq00_static_900k.ply,900000,FECunion,0,900000,4,315.428452,103.808012,179.832920,9.028220,4.397306,262
seq00_static_900k.ply,900000,FECunion,0,900000,5,314.612278,102.930644,180.317552,8.979855,4.128618,262
seq00_static_900k.ply,900000,FECunion,0,900000,6,316.808663,103.177118,181.542933,9.027447,4.157344,262
seq00_static_900k.ply,900000,FECunion,0,900000,7,315.270806,102.675825,181.017816,9.133937,4.138172,262
seq00_static_900k.ply,900000,FEC,50,900000,1,2501.006277,102.539032,250.371890,2111.351089,28.194615,262
seq00_static_900k.ply,900000,FEC,50,900000,2,2477.681861,106.236445,243.629770,2091.026616,28.624716,262
seq00_static_900k.ply,900000,FEC,50,900000,3,2616.745816,104.307171,254.134669,2218.044541,31.673654,262
seq00_static_900k.ply,900000,FEC,50,900000,4,2628.208366,111.977849,241.644871,2235.442500,30.609469,262
seq00_static_900k.ply,900000,FEC,50,900000,5,2572.310171,106.543130,259.229318,2167.848635,29.978180,262
seq00_static_900k.ply,900000,FEC,50,900000,6,2643.457783,107.645102,260.289845,2238.269364,28.805823,262
seq00_static_900k.ply,900000,FEC,50,900000,7,2531.012029,106.321158,248.514468,2138.595052,29.128598,262
seq00_static_900k.ply,900000,FEC1,50,900000,1,347.187393,106.676771,182.873801,15.614922,26.788199,262
