file,target_points,algorithm,max_n,points,kept_runs,clusters_median,total_mean_ms,total_std_ms,total_min_ms,total_max_ms,build_mean_ms,build_std_ms,build_min_ms,build_max_ms,search_mean_ms,search_std_ms,search_min_ms,search_max_ms,merge_mean_ms,merge_std_ms,merge_min_ms,merge_max_ms,final_mean_ms,final_std_ms,final_min_ms,final_max_ms
seq00_static_800k.ply,800000,FEC,50,800000,5,239,1979.874194,20.763627,1957.131142,2000.034058,93.385837,3.404579,89.944277,98.061816,214.997075,7.790282,205.963248,225.132977,1634.303543,15.597026,1617.449441,1649.694419,29.170707,1.144803,27.525431,30.590250
seq00_static_800k.ply,800000,FEC1,50,800000,5,239,308.818753,1.638987,306.971515,311.297684,92.960124,1.335576,91.232245,94.525247,161.438746,1.427665,159.871026,163.669028,13.481973,0.181941,13.266218,13.706714,26.521178,0.887589,25.318122,27.700715
seq00_static_800k.ply,800000,FECunion,50,800000,5,239,280.481614,3.988196,273.780570,283.876814,92.792370,1.386068,90.850755,94.145611,157.129053,2.512588,153.444211,160.323060,8.106324,0.045230,8.043051,8.166179,3.861120,0.034632,3.815930,3.903922
seq00_static_850k.ply,850000,FEC,0,850000,5,247,2309.290919,45.867110,2243.172588,2357.215649,102.923389,3.575202,97.659503,106.345545,245.348384,25.763470,218.924859,281.132155,1920.942660,19.928591,1887.879926,1938.100986,31.160111,0.826212,30.323204,32.273563
seq00_static_850k.ply,850000,FEC1,0,850000,5,247,324.588396,4.173550,320.280743,331.311753,97.613661,2.298595,95.076401,100.698020,172.622049,1.421434,170.579173,174.250419,14.369432,0.226003,14.110135,14.605166,25.409690,0.602317,24.928351,26.334083
seq00_static_850k.ply,850000,FECunion,0,850000,5,247,298.535796,1.775898,296.318008,300.938660,97.800444,3.185642,95.141306,103.226542,170.240582,2.079850,167.613377,173.401286,8.551143,0.151213,8.327921,8.701677,4.149870,0.368654,3.944561,4.807919
seq00_static_850k.ply,850000,FEC,50,850000,5,247,2216.468018,18.961667,2187.560532,2238.605296,96.762307,1.353179,95.037459,98.747239,221.605604,5.413395,215.480454,228.624330,1863.065606,16.803775,1839.569829,1885.586802,27.184179,0.709962,26.303350,28.143291
seq00_static_850k.ply,850000,FEC1,50,850000,5,247,332.766692,11.567496,325.423154,353.110771,100.004549,2.874287,95.636922,102.954372,176.295040,7.979180,170.543900,190.380556,14.928092,0.578801,14.366343,15.904681,26.128752,0.598718,25.575637,26.820766
seq00_static_850k.ply,850000,FECunion,50,850000,5,247,297.553671,6.765341,292.279786,307.952965,98.686313,1.581256,95.878458,99.655716,168.129124,5.203367,163.734002,176.390138,8.679400,0.102946,8.596652,8.850210,4.010495,0.028143,3.961879,4.032835
seq00_static_900k.ply,900000,FEC,0,900000,5,262,2522.312396,27.516429,2506.151705,2571.206137,107.983464,2.010657,106.082843,110.443212,248.011104,5.846297,243.323892,255.345559,2129.085105,25.604692,2115.908550,2174.805564,28.832938,1.789728,27.473258,31.977320
seq00_static_900k.ply,900000,FEC1,0,900000,5,262,346.052722,2.635620,343.727433,348.951859,102.519278,1.028614,101.397423,103.687573,185.366741,2.158143,182.932047,188.327518,15.504609,0.267573,15.156839,15.798854,27.028823,0.531609,26.316125,27.671355
seq00_static_900k.ply,900000,FECunion,0,900000,5,262,316.369792,2.040712,314.612278,319.728761,103.491534,0.875834,102.675825,104.866069,181.004857,0.980679,179.832920,182.313066,9.013894,0.085041,8.900009,9.133937,4.211378,0.112112,4.128618,4.397306
seq00_static_900k.ply,900000,FEC,50,900000,5,262,2569.856532,54.449093,2501.006277,2628.208366,106.337668,3.549883,102.539032,111.977849,250.779043,6.545887,241.644871,259.229318,2174.256363,52.275734,2111.351089,2235.442500,29.916903,1.337654,28.194615,31.673654
seq00_static_900k.ply,900000,FEC1,50,900000,5,262,353.324078,8.456713,346.320993,364.621294,105.935382,1.103076,104.582294,106.914969,188.137556,6.069530,182.873801,196.293651,15.883967,0.640871,15.174910,16.599198,26.953551,0.367507,26.718272,27.597648
seq00_static_900k.ply,900000,FECunion,50,900000,5,262,315.724080,3.762268,311.256614,319.856777,103.542334,0.914055,102.470891,104.321441,180.058218,2.892719,177.230958,183.598283,9.182647,0.096121,9.083051,9.337411,4.249906,0.105078,4.113452,4.379225
seq00_static_950k.ply,950000,FEC,0,950000,5,278,2775.090979,19.292508,2752.445799,2796.717255,109.308418,1.982797,107.131402,112.113867,256.760009,3.745624,251.418661,261.009119,2368.913462,16.586572,2351.851627,2389.586169,31.250965,1.779842,29.652804,34.259397
seq00_static_950k.ply,950000,FEC1,0,950000,5,278,383.327863,4.526176,379.316677,391.037574,116.598406,0.966471,115.149847,117.411155,203.000989,3.567190,201.055222,209.346355,16.834000,0.408982,16.376516,17.266922,29.915153,0.819332,29.166071,31.245717
seq00_static_950k.ply,950000,FECunion,0,950000,5,278,361.593722,12.547882,348.522624,376.272796,116.106072,2.854971,113.511067,120.536598,208.714604,8.439372,199.220015,219.967745,10.109516,0.128834,9.927525,10.273740,4.637446,0.051710,4.559519,4.701228
seq00_static_950k.ply,950000,FEC,50,950000,5,278,2855.196475,10.831928,2842.253727,2868.802846,110.544473,3.683101,104.873054,114.596405,263.978852,8.817255,252.744707,274.775277,2440.958213,15.083538,2415.679059,2453.768960,30.665390,1.420403,28.582667,32.570802
seq00_static_950k.ply,950000,FEC1,50,950000,5,278,372.526572,4.471362,366.646067,376.491332,112.006871,1.199882,109.999885,113.215325,196.913610,3.529157,192.017913,200.090696,16.773712,0.501471,16.071902,17.251874,29.565205,0.437636,29.088738,29.989407
seq00_static_950k.ply,950000,FECunion,50,950000,5,278,326.796986,5.195699,319.160993,332.562113,110.358682,3.900995,104.253255,114.663929,183.706126,3.705119,177.991330,186.814982,9.535449,0.185055,9.215801,9.693868,4.427832,0.076810,4.323163,4.509201
seq00_static_1M.ply,1000000,FEC,0,1000000,5,286,3117.250457,34.428532,3077.075260,3162.617751,121.946463,4.988545,117.483365,129.919748,287.974513,10.572020,276.005223,303.473226,2666.003628,29.699889,2631.457128,2709.230330,31.808446,0.402289,31.313272,32.303198
seq00_static_1M.ply,1000000,FEC1,0,1000000,5,286,405.031584,6.843225,396.219063,411.954443,123.138720,1.774929,120.937557,124.914859,214.817356,4.350297,209.138792,219.279554,17.857574,0.552568,17.277139,18.614672,31.107569,0.756436,30.417505,32.108114
seq00_static_1M.ply,1000000,FECunion,0,1000000,5,286,347.327429,9.467469,335.629620,360.158605,112.254138,1.219143,110.609188,113.363305,199.408766,8.503710,188.723008,211.648008,9.899404,0.208729,9.666412,10.228589,4.711935,0.345501,4.482496,5.308852
seq00_static_1M.ply,1000000,FEC,50,1000000,5,286,3187.480300,29.064142,3137.156600,3212.425329,117.966701,3.728807,111.546998,120.880798,283.615446,6.973095,276.418834,292.370059,2744.645487,27.237199,2696.499972,2761.026773,31.756844,0.979058,30.073286,32.621375
seq00_static_1M.ply,1000000,FEC1,50,1000000,5,286,395.184276,6.078496,388.471455,401.570343,119.974777,2.389304,116.777004,122.044078,209.271515,3.669489,206.192446,213.777358,17.498826,0.314676,17.154619,17.853619,30.231699,0.641565,29.583270,31.133911
seq00_static_1M.ply,1000000,FECunion,50,1000000,5,286,359.961898,1.939363,356.933845,361.872578,121.757034,0.702940,121.085896,122.766763,201.196991,1.568194,199.492693,202.910911,10.253978,0.087435,10.109710,10.318076,4.898356,0.084727,4.789565,5.027201
seq00_static_1050k.ply,1050000,FEC,0,1050000,5,303,3435.197513,41.404179,3400.358776,3483.190500,128.198570,1.158332,127.417883,130.101734,312.635666,11.581555,298.675197,329.140786,2946.669810,32.742713,2919.798220,2990.710142,36.907178,1.844695,34.735912,39.766970
seq00_static_1050k.ply,1050000,FEC1,0,1050000,5,303,417.261542,6.711553,411.764419,428.242507,124.838100,1.543362,123.040259,127.037912,219.677562,2.360066,217.471027,223.575318,18.341849,0.809910,17.825755,19.766869,34.520862,1.499739,33.149634,36.907745
seq00_static_1050k.ply,1050000,FECunion,0,1050000,5,303,378.190980,2.122045,376.298372,381.333109,124.914867,2.066325,122.585044,128.192354,212.318641,2.706972,210.250035,217.012594,10.730297,0.097335,10.589412,10.850831,5.173754,0.276947,4.962559,5.634285
seq00_static_1050k.ply,1050000,FEC,50,1050000,5,303,3442.170603,86.340600,3357.798697,3559.999229,122.337630,5.175079,115.198365,128.333027,297.317529,6.163220,290.289546,306.085175,2977.885247,87.944213,2894.751326,3087.029472,34.623130,1.706918,32.973012,37.148941
seq00_static_1050k.ply,1050000,FEC1,50,1050000,5,303,406.166840,4.675872,401.049195,412.198707,124.725595,2.726646,121.732935,128.861677,213.323890,2.082455,211.151407,216.664637,17.764375,0.311972,17.548083,18.306912,31.715418,0.528885,31.029893,32.203274
seq00_static_1050k.ply,1050000,FECunion,50,1050000,5,303,367.363229,11.743229,351.840985,384.105774,122.754555,4.260545,116.863396,128.877786,206.843400,6.462386,198.342452,215.436047,10.602328,0.281696,10.149628,10.896212,4.939848,0.223236,4.608895,5.226409
seq00_static_1100k.ply,1100000,FEC,0,1100000,5,313,3679.933668,80.207971,3573.589205,3754.888612,130.427341,2.464173,127.582084,133.537617,317.608827,11.558500,302.091135,333.209923,3182.564858,78.310933,3090.378211,3254.961461,38.993403,1.445324,37.457008,40.651632
seq00_static_1100k.ply,1100000,FEC1,0,1100000,5,313,443.468729,20.963516,429.681222,480.447861,132.542046,2.190322,129.808173,135.149432,236.135692,14.209369,228.346576,261.453663,19.406460,1.227601,18.699630,21.584001,35.557392,2.229420,33.834416,39.344466
seq00_static_1100k.ply,1100000,FECunion,0,1100000,5,313,393.759270,4.920003,387.137419,399.713029,131.764585,1.949472,129.761579,134.628915,221.487628,2.991568,216.883275,225.200829,11.132733,0.070733,11.040648,11.215650,5.206068,0.050313,5.120710,5.252468
seq00_static_1100k.ply,1100000,FEC,50,1100000,5,313,3688.175202,40.441633,3628.845305,3741.573585,131.426177,3.831219,125.735098,134.596239,315.460578,4.189145,310.240486,320.463633,3195.402088,35.733261,3142.506361,3242.921185,35.463653,1.611724,33.131794,37.202207
seq00_static_1100k.ply,1100000,FEC1,50,1100000,5,313,417.430758,7.500081,409.021511,429.007127,128.667819,4.291039,124.938397,134.848463,219.489766,5.926253,215.112091,229.640751,18.251428,0.438303,17.884571,18.977857,32.289243,2.075944,31.024341,35.888159
seq00_static_1100k.ply,1100000,FECunion,50,1100000,5,313,404.027605,4.900425,397.501639,410.042258,134.481007,3.505646,129.882262,138.038533,228.201383,4.143837,221.208134,232.192416,11.361999,0.095707,11.272917,11.522730,5.609497,0.381004,5.295992,6.176456
seq00_static_1150k.ply,1150000,FEC,0,1150000,5,318,3962.255333,32.600604,3928.950845,4006.122731,141.709304,5.104192,136.095308,148.177018,343.306295,3.314466,338.539461,347.326548,3424.965161,32.211885,3386.724118,3463.676056,40.884366,0.881723,39.873951,41.873478
seq00_static_1150k.ply,1150000,FEC1,0,1150000,5,318,455.179818,13.827395,434.273695,468.107770,138.587329,5.695432,132.438911,144.213322,239.960540,10.591881,227.622524,253.143670,19.691156,1.097199,18.301608,20.943088,35.809099,0.977451,34.394943,36.732212
seq00_static_1150k.ply,1150000,FECunion,0,1150000,5,318,426.037436,4.022385,420.192979,429.748797,141.935964,2.578638,139.205165,145.269100,239.227637,2.281297,237.194020,242.993685,11.938832,0.176637,11.691715,12.131410,5.722488,0.381594,5.503714,6.399894
seq00_static_1150k.ply,1150000,FEC,50,1150000,5,318,4012.576346,21.609704,3984.033954,4037.984627,142.038081,3.038287,138.469041,145.974499,334.089755,6.457444,325.355308,341.945120,3484.483437,16.982978,3468.204668,3505.663227,40.304703,1.127202,38.965808,41.703723
seq00_static_1150k.ply,1150000,FEC1,50,1150000,5,318,443.710775,11.246285,432.313746,460.287140,136.726321,6.129735,130.864459,143.392923,231.517488,6.240799,223.878326,238.707914,19.130923,0.584823,18.453738,19.836530,36.015474,1.756915,34.274284,38.246160
seq00_static_1150k.ply,1150000,FECunion,50,1150000,5,318,423.360848,3.678413,416.935861,425.868125,142.892638,1.177882,141.187266,144.330657,235.282420,2.901278,230.548485,238.132973,12.083932,0.323613,11.863820,12.645537,5.611666,0.106790,5.466106,5.727792
seq00_static_1200k.ply,1200000,FEC,0,1200000,5,315,4239.539967,50.700676,4162.706388,4283.067431,148.292928,3.992101,141.743112,151.648560,368.644659,9.099206,354.439353,379.653993,3664.566353,55.207971,3581.323100,3720.964841,43.764701,1.443529,42.680272,46.224790
seq00_static_1200k.ply,1200000,FEC1,0,1200000,5,315,474.140684,10.258169,459.599097,483.047589,145.022712,3.472454,140.580861,148.665209,248.062170,7.120979,238.739962,256.331308,20.384601,0.654192,19.530646,21.306344,38.538089,1.818197,36.888808,41.545391
seq00_static_1200k.ply,1200000,FECunion,0,1200000,5,315,457.910441,10.020158,450.494827,473.898298,151.499137,1.956819,149.093793,153.840844,256.842912,7.106117,251.630402,268.931407,12.631516,0.197892,12.410712,12.876040,5.822644,0.067094,5.743618,5.916807
seq00_static_1200k.ply,1200000,FEC,50,1200000,5,315,4162.977563,109.843338,4051.496893,4295.825549,149.405029,4.602675,141.310175,152.133375,348.914882,7.220385,341.167053,356.377097,3607.700777,105.853893,3499.790820,3740.246332,45.004270,1.656933,43.188232,46.979762
seq00_static_1200k.ply,1200000,FEC1,50,1200000,5,315,478.149127,7.545741,467.751733,488.784146,145.640395,3.567638,139.310107,147.872115,250.367401,4.450931,246.349525,257.629976,20.640103,0.375421,20.257037,21.240210,39.450141,1.215572,38.050190,41.313602
seq00_static_1200k.ply,1200000,FECunion,50,1200000,5,315,434.594889,14.658149,409.132445,445.796078,147.546211,5.163685,139.044422,152.339649,240.348711,7.691257,226.623434,244.316915,12.359317,0.367851,11.835255,12.867315,5.742417,0.304914,5.377872,6.209820
seq00_static_1250k.ply,1250000,FEC,0,1250000,5,323,4726.074430,85.073109,4644.914362,4844.735145,154.119887,6.319783,149.380005,164.709282,382.492026,8.208030,371.595576,390.989852,4129.581048,81.781091,4043.486744,4240.704058,48.014832,2.141990,46.363464,51.613689
seq00_static_1250k.ply,1250000,FEC1,0,1250000,5,323,493.939184,6.989367,486.835147,504.247695,151.218458,3.033235,148.233044,155.863622,258.851627,3.203486,255.868798,264.167583,20.966610,0.417819,20.635669,21.691255,40.351642,1.713431,38.848176,43.009893
seq00_static_1250k.ply,1250000,FECunion,0,1250000,5,323,460.998345,8.843465,446.767314,470.674721,153.075963,1.793645,151.008615,155.335842,258.567873,7.475833,248.724128,265.707552,12.461958,0.057469,12.376320,12.506110,5.809696,0.037794,5.761628,5.858168
seq00_static_1250k.ply,1250000,FEC,50,1250000,5,323,4162.901121,255.566448,3946.598914,4498.686791,140.019247,8.529765,132.452386,154.416959,354.753371,21.616608,329.944781,375.143061,3612.321218,230.865208,3422.620499,3929.712857,43.033904,3.321834,40.369765,48.746381
seq00_static_1250k.ply,1250000,FEC1,50,1250000,5,323,519.036878,4.567933,513.589909,524.319209,159.960006,1.127736,158.785513,161.252188,270.432593,4.140287,265.578373,275.481724,22.404623,0.366873,21.840296,22.762463,41.980415,0.919877,41.204659,43.325863
seq00_static_1250k.ply,1250000,FECunion,50,1250000,5,323,472.178474,10.604141,461.871145,489.795230,159.707219,2.243734,156.876230,162.905555,261.601105,7.471103,255.644824,274.292591,13.251168,0.128658,13.078799,13.404628,6.366122,0.335219,6.106636,6.943876
seq00_static_1300k.ply,1300000,FEC,0,1300000,5,328,4912.147713,126.738926,4721.957851,5070.093802,170.262043,12.023780,154.754209,180.330099,401.630442,18.381875,380.239888,416.348744,4272.818915,101.261230,4120.591193,4403.697466,49.608802,2.774536,45.609524,52.864927
seq00_static_1300k.ply,1300000,FEC1,0,1300000,5,328,507.606182,5.525538,500.395797,513.241081,159.253824,5.308454,155.283267,167.737523,263.024457,4.635905,258.444782,270.595770,22.196415,1.077693,21.317829,23.520011,39.804747,1.866353,37.791990,42.875417
seq00_static_1300k.ply,1300000,FECunion,0,1300000,5,328,465.335204,3.334643,460.258081,468.395972,158.088455,2.823979,154.928267,161.744632,256.808731,2.821856,253.444403,261.218042,12.629696,0.111528,12.504538,12.769824,6.014416,0.043954,5.940604,6.048427
seq00_static_1300k.ply,1300000,FEC,50,1300000,5,328,4759.718031,89.611667,4678.582614,4912.652947,154.735416,1.360423,152.889692,156.695101,379.764012,3.492600,377.007640,385.337828,4165.975546,86.891609,4085.823036,4313.371682,45.708861,1.048359,44.683950,47.390537
seq00_static_1300k.ply,1300000,FEC1,50,1300000,5,328,509.927999,13.878855,496.913853,530.096576,159.699377,4.666086,154.030038,165.447560,262.593824,9.522274,254.616002,277.286971,21.919261,0.966611,21.084872,23.386024,41.035593,2.282500,38.614616,43.828769
seq00_static_1300k.ply,1300000,FECunion,50,1300000,5,328,460.242312,6.829165,453.540215,471.477952,156.792557,1.824333,154.714624,159.340566,254.344489,5.070842,249.339972,262.601009,12.744962,0.105284,12.573251,12.839833,6.044209,0.179197,5.927354,6.362079
seq00_static_1350k.ply,1350000,FEC,0,1350000,5,350,5183.478691,85.347556,5068.514513,5291.275306,170.615848,7.002182,162.010353,181.119620,415.034483,12.816788,402.703537,435.166258,4530.592876,72.042328,4425.867517,4606.318746,50.066258,1.787547,47.802209,52.501590
seq00_static_1350k.ply,1350000,FEC1,0,1350000,5,350,573.499827,9.671644,560.046826,585.809156,176.673129,2.685256,173.203329,180.433813,299.969622,5.418921,293.289015,306.471776,24.330596,0.651116,23.358719,25.082880,45.507530,1.188519,44.282399,46.996359
seq00_static_1350k.ply,1350000,FECunion,0,1350000,5,350,522.150749,10.901992,510.905687,536.196490,178.908708,5.158566,174.239161,187.584186,287.936926,5.734800,282.145328,294.755856,14.247009,0.169960,13.981175,14.418782,6.968474,0.290704,6.695349,7.360163
seq00_static_1350k.ply,1350000,FEC,50,1350000,5,350,5111.688285,76.683954,5058.846800,5241.373590,169.177647,8.844270,160.655732,183.324285,396.835896,8.687601,385.628057,409.553165,4483.680278,66.385440,4438.133136,4596.841806,49.122584,1.679784,47.218132,51.747951
seq00_static_1350k.ply,1350000,FEC1,50,1350000,5,350,553.318379,10.499785,544.777567,569.904722,174.375734,2.087715,172.072024,177.211623,285.953952,7.918097,279.955548,299.387745,23.336833,0.602198,22.827718,24.337049,45.179780,3.053470,42.933047,50.420307
seq00_static_1350k.ply,1350000,FECunion,50,1350000,5,350,505.405076,3.086258,503.665808,510.890979,176.797235,4.515745,171.819532,183.497844,277.040107,1.813881,275.022349,279.694676,13.821538,0.223093,13.568439,14.159628,6.670167,0.244384,6.491276,7.097622
seq00_static_1400k.ply,1400000,FEC,0,1400000,5,360,5411.925868,98.103885,5280.447421,5551.593513,173.664900,6.739444,167.328340,184.382195,420.473144,9.827108,412.720423,437.128172,4748.764322,91.709915,4631.045999,4886.981123,50.158704,3.181276,45.174180,53.711419
seq00_static_1400k.ply,1400000,FEC1,0,1400000,5,360,545.281807,8.340288,537.312903,559.209982,166.639840,2.202970,163.077042,168.170432,284.367123,6.173299,280.201471,294.963212,23.320676,0.878088,22.664518,24.838287,45.054004,2.069117,43.090241,47.664356
seq00_static_1400k.ply,1400000,FECunion,0,1400000,5,360,539.525656,1.446541,537.410375,541.231257,183.246422,3.936118,179.506463,189.537438,298.448902,3.677150,292.240335,301.996175,14.966362,0.185127,14.775423,15.267292,6.851869,0.049677,6.815995,6.938111
seq00_static_1400k.ply,1400000,FEC,50,1400000,5,360,5427.046867,157.349039,5256.756738,5670.956698,173.311943,8.106405,164.794664,184.368709,427.535167,13.285912,413.187727,443.713295,4754.422628,138.687106,4603.559370,4967.237205,51.554182,2.365077,48.948320,55.215424
seq00_static_1400k.ply,1400000,FEC1,50,1400000,5,360,545.437949,6.211215,538.181293,554.349874,167.430162,1.495128,164.819009,168.293497,281.988859,4.423057,275.230909,287.194369,23.666541,0.356401,23.251893,24.224709,44.690003,1.245062,43.662067,46.777771
seq00_static_1400k.ply,1400000,FECunion,50,1400000,5,360,492.249112,5.433867,485.696408,497.762169,167.612510,4.041499,163.677910,172.604625,269.635844,3.169652,266.218499,274.358546,13.688825,0.116985,13.516259,13.830794,6.433156,0.067800,6.345684,6.519732
seq00_static_1450k.ply,1450000,FEC,0,1450000,5,371,6009.350377,129.323529,5847.663757,6149.978037,180.564218,5.602375,172.274787,187.772979,460.201894,3.920472,454.094504,464.109018,5293.861055,124.634577,5143.606581,5435.437883,55.138479,1.270711,53.580869,56.978336
seq00_static_1450k.ply,1450000,FEC1,0,1450000,5,371,565.982709,5.907014,558.957055,572.251572,171.530715,2.734259,168.733926,175.405780,295.833946,6.160542,291.113241,305.515976,24.104576,0.391160,23.734406,24.535514,47.525333,3.055196,44.765360,50.854066
seq00_static_1450k.ply,1450000,FECunion,0,1450000,5,371,507.709353,9.822263,498.990879,519.708013,171.543095,3.201116,167.128511,175.425236,282.825136,8.261548,274.680875,294.416514,14.038469,0.057805,13.973396,14.119259,6.720539,0.368184,6.488687,7.366357
seq00_static_1450k.ply,1450000,FEC,50,1450000,5,371,6023.197589,117.391844,5901.893495,6191.326383,182.418628,11.801239,167.032013,198.551904,447.471627,20.266300,421.238008,475.844969,5322.892494,92.858945,5239.230060,5464.556021,55.364446,2.523174,52.721852,58.616739
seq00_static_1450k.ply,1450000,FEC1,50,1450000,5,371,608.146610,10.292743,596.083424,620.315227,187.902463,1.489904,185.835172,189.320683,314.577623,4.325312,309.115859,319.210593,25.989316,0.450562,25.350367,26.467878,51.101577,4.464447,46.967535,56.114281
seq00_static_1450k.ply,1450000,FECunion,50,1450000,5,371,549.566914,7.005817,540.035211,556.963449,187.848637,4.196170,184.090155,194.598404,302.225234,3.608036,298.150892,307.237800,15.314824,0.070321,15.192326,15.362182,7.119692,0.048423,7.054282,7.178059
seq00_static_1500k.ply,1500000,FEC,0,1500000,5,379,6365.849858,104.989959,6255.115182,6539.476614,190.084766,7.043264,184.070654,201.244612,474.629377,14.102864,458.691297,491.087456,5620.096273,105.179403,5504.244626,5791.280068,56.281434,0.703001,55.509721,57.368782
seq00_static_1500k.ply,1500000,FEC1,0,1500000,5,379,607.422644,4.694213,603.166937,613.985049,186.811616,0.778497,186.120806,188.032434,314.923533,2.171481,311.667883,317.468186,26.105757,0.259777,25.793860,26.376105,50.320579,3.930215,47.157746,56.111203
seq00_static_1500k.ply,1500000,FECunion,0,1500000,5,379,551.834362,5.795044,546.335613,560.264289,187.429747,2.346962,184.591190,190.206715,305.457294,4.983738,298.815012,312.027765,15.065937,0.044773,15.002639,15.122849,7.249373,0.230314,7.119041,7.660106
seq00_static_1500k.ply,1500000,FEC,50,1500000,5,379,6256.173368,88.520692,6157.450853,6337.277207,184.906604,2.754153,180.979510,188.710523,465.009504,7.085398,456.635194,473.781067,5542.133675,80.436542,5451.071677,5616.824100,49.121742,1.406940,46.922251,50.415565
seq00_static_1500k.ply,1500000,FEC1,50,1500000,5,379,588.715736,8.712069,573.322790,594.277401,181.233912,4.122078,175.747608,184.687185,308.809319,6.947967,298.552669,318.039318,25.632965,0.831863,24.387493,26.691074,45.602942,1.108911,43.852789,46.649837
seq00_static_1500k.ply,1500000,FECunion,50,1500000,5,379,525.395382,4.370618,522.397381,532.781880,179.688613,1.172117,178.332666,181.335278,292.521251,3.758483,288.620947,298.393048,14.927966,0.130673,14.719465,15.062705,6.944987,0.052858,6.881509,7.019361
seq00_static_1550k.ply,1550000,FEC,0,1550000,5,400,6798.929624,219.031467,6573.554302,7042.712060,188.908576,3.146827,185.510563,193.309168,487.951691,10.309082,475.508112,501.454177,6038.940789,213.208819,5824.071887,6282.626288,58.589475,2.080175,56.647080,61.659335
seq00_static_1550k.ply,1550000,FEC1,0,1550000,5,400,666.974852,9.217414,657.730451,679.197876,204.349588,4.888406,198.926147,208.720613,347.257995,8.035510,337.700690,355.360323,28.998640,0.830867,27.873507,29.859844,54.261054,2.905140,52.423424,59.397604
seq00_static_1550k.ply,1550000,FECunion,0,1550000,5,400,586.169977,10.387971,579.033978,603.581602,198.351609,3.027661,196.123559,203.300857,325.218394,7.384344,320.510895,338.298793,16.342931,0.356023,15.992009,16.868665,7.892783,0.289421,7.646160,8.294872
seq00_static_1550k.ply,1550000,FEC,50,1550000,5,400,6630.104204,88.856207,6553.428473,6777.282519,192.361708,3.838809,186.549193,196.525257,486.316392,7.575006,480.665123,499.246481,5879.680016,85.830180,5808.174505,6021.477041,52.602704,4.045583,49.938407,59.589948
seq00_static_1550k.ply,1550000,FEC1,50,1550000,5,400,628.789515,15.375561,612.141830,644.204795,192.511183,7.384447,183.313857,199.639219,327.781847,6.933247,320.559714,335.679956,27.739544,0.636495,26.890439,28.428412,50.497633,1.737488,47.764112,51.987563
seq00_static_1550k.ply,1550000,FECunion,50,1550000,5,400,571.442326,25.207180,537.306446,592.755285,191.910492,10.116887,178.621715,200.303164,320.045107,13.304614,298.695551,330.992426,15.785529,0.599495,15.123707,16.335715,7.542405,0.563510,6.976025,8.286094
seq00_static_1600k.ply,1600000,FEC,0,1600000,5,417,7252.898947,88.259920,7121.265412,7332.757781,200.229338,8.066966,191.052498,211.681552,517.580316,8.772277,503.564333,525.580363,6445.575135,94.953459,6292.613612,6524.619760,59.862337,1.559936,57.775366,61.749518
seq00_static_1600k.ply,1600000,FEC1,0,1600000,5,417,704.130374,31.771089,676.886302,751.150626,214.334183,19.052509,198.916669,246.908697,366.606893,19.836564,348.626541,400.551367,30.782519,2.700622,28.534497,35.482149,57.746921,10.316886,49.013364,74.525360
seq00_static_1600k.ply,1600000,FECunion,0,1600000,5,417,591.369373,15.477760,568.359620,610.677201,201.806766,5.691704,195.778217,209.396453,325.319007,6.873546,313.106778,329.572561,16.130904,0.495920,15.471670,16.600301,7.558075,0.150130,7.315441,7.661681
seq00_static_1600k.ply,1600000,FEC,50,1600000,5,417,7153.486603,109.510741,6982.356448,7267.823972,194.786094,1.965037,192.791198,197.985873,500.131759,3.140049,496.945856,503.527828,6391.579803,106.459396,6226.269107,6503.329040,51.197778,1.727307,49.464340,54.068163
seq00_static_1600k.ply,1600000,FEC1,50,1600000,5,417,628.155327,22.665935,605.081021,654.231337,196.874480,8.501423,187.209870,207.573178,326.283000,12.441344,312.371823,338.659668,26.992043,0.804937,26.023017,27.990474,48.786579,0.987264,47.947533,50.283279
seq00_static_1600k.ply,1600000,FECunion,50,1600000,5,417,571.293941,15.246064,555.299529,589.212226,196.427977,6.207402,189.112698,203.128756,317.061470,8.715160,308.047174,325.796658,15.817659,0.640506,15.189624,16.526137,7.635910,0.719024,7.118507,8.811055
seq00_static_1650k.ply,1650000,FEC,0,1650000,5,422,7632.518192,116.921066,7469.090928,7759.891544,212.457487,9.406117,198.733089,222.840344,521.711105,6.075235,513.957104,530.495150,6815.688517,115.053820,6655.690545,6950.706984,62.124224,2.002574,60.048502,64.663018
seq00_static_1650k.ply,1650000,FEC1,0,1650000,5,422,688.996903,8.736808,675.875336,696.704880,218.516863,4.093628,212.629588,223.504648,351.692103,3.770765,347.189304,355.217482,29.082192,0.335194,28.649224,29.497103,57.492651,3.157755,54.326227,61.147974
seq00_static_1650k.ply,1650000,FECunion,0,1650000,5,422,592.436704,6.523491,584.385731,599.733313,207.177447,5.992365,198.393385,215.170656,322.781640,2.041434,319.568447,324.634663,16.102568,0.232353,15.841850,16.369737,7.590963,0.315549,7.368790,8.145980
seq00_static_1650k.ply,1650000,FEC,50,1650000,5,422,7836.052364,82.489501,7758.441041,7956.840360,208.153853,11.422282,199.594024,221.220862,523.843354,8.797809,514.737403,534.614888,7033.389881,63.777112,6973.246401,7127.374721,54.595899,4.079978,50.133079,60.283857
