file,target_points,algorithm,max_n,points,kept_runs,clusters_median,total_mean_ms,total_std_ms,total_min_ms,total_max_ms,build_mean_ms,build_std_ms,build_min_ms,build_max_ms,search_mean_ms,search_std_ms,search_min_ms,search_max_ms,merge_mean_ms,merge_std_ms,merge_min_ms,merge_max_ms,final_mean_ms,final_std_ms,final_min_ms,final_max_ms
seq00_static_1650k.ply,1650000,FEC1,50,1650000,5,422,644.098157,19.814807,625.386143,674.871233,205.193429,10.288194,196.880693,219.476696,332.261240,10.599886,323.749692,343.924552,27.534199,0.911486,26.643152,28.754249,50.425341,2.079861,49.047422,54.064083
seq00_static_1650k.ply,1650000,FECunion,50,1650000,5,422,607.789670,11.443239,589.084815,616.665260,212.977238,7.429160,200.802563,219.288993,334.275829,3.970976,328.291825,339.169689,17.152103,0.235284,16.835355,17.446498,8.384594,0.377442,8.100796,9.041419
seq00_static_1700k.ply,1700000,FEC,0,1700000,5,433,8240.634815,93.389470,8138.173994,8384.891200,226.777583,2.777541,222.725239,229.939226,549.462426,6.184175,540.095993,557.343564,7377.066636,93.996877,7274.871226,7521.542360,66.502043,0.958662,65.838279,68.162692
seq00_static_1700k.ply,1700000,FEC1,0,1700000,5,433,707.606301,12.307979,691.381505,724.932839,221.673542,6.589143,210.772342,226.851907,367.000221,12.260469,353.462331,386.799663,30.159979,1.375441,28.719982,32.350767,55.951054,2.820117,51.468423,59.193509
seq00_static_1700k.ply,1700000,FECunion,0,1700000,5,433,629.737842,17.036598,613.571330,655.704817,220.059303,4.984992,214.739761,226.751683,340.024921,9.849210,327.667450,351.770865,16.880310,0.413674,16.374790,17.289967,8.580137,0.807771,7.656968,9.358029
seq00_static_1700k.ply,1700000,FEC,50,1700000,5,433,8105.959300,22.570947,8076.492181,8133.833611,221.504882,3.404852,217.103130,226.600784,540.913807,5.689719,532.098326,547.746126,7260.393882,23.164537,7221.795548,7283.401138,59.558899,4.544766,55.442574,67.336829
seq00_static_1700k.ply,1700000,FEC1,50,1700000,5,433,690.679277,17.715572,670.048433,712.432604,215.545651,8.816223,202.678238,227.363047,359.355340,9.726240,351.761412,375.182196,29.674125,1.072232,28.768035,31.123435,54.921446,1.030472,54.011003,56.587264
seq00_static_1700k.ply,1700000,FECunion,50,1700000,5,433,603.197268,17.884651,584.312062,623.033966,212.384130,5.511980,206.823474,219.731480,330.794415,10.614997,319.393291,341.346036,17.049802,0.559606,16.412698,17.642831,8.006857,0.296852,7.684359,8.280313
seq00_static_1750k.ply,1750000,FEC,0,1750000,5,445,8742.422156,127.041890,8537.098789,8884.320032,225.966608,5.367153,218.390239,231.894080,563.254171,16.551832,541.619047,585.749043,7855.721909,129.926408,7645.782914,8002.758463,65.713413,1.954285,63.528623,67.571659
seq00_static_1750k.ply,1750000,FEC1,0,1750000,5,445,707.798521,5.744915,703.532009,717.105038,222.990586,2.739714,220.277656,226.362382,362.417632,5.086226,357.743179,370.282288,30.228565,0.832665,29.449096,31.130978,59.250939,3.429821,56.073359,63.825434
seq00_static_1750k.ply,1750000,FECunion,0,1750000,5,445,638.800025,13.257776,628.070473,661.196261,221.271725,6.054533,213.360507,226.935327,348.828554,11.578468,335.422205,364.303457,17.268582,0.300190,16.925031,17.623589,8.044513,0.216460,7.860894,8.408865
seq00_static_1750k.ply,1750000,FEC,50,1750000,5,445,8789.432252,88.879380,8637.037719,8868.214336,231.963180,5.483830,224.193727,238.455539,561.478239,5.166015,557.304083,569.978842,7914.369430,81.616502,7772.719037,7981.899990,58.234747,2.620054,54.956349,61.914544
seq00_static_1750k.ply,1750000,FEC1,50,1750000,5,445,686.031515,6.149080,677.650228,692.767472,217.284283,2.799437,213.945923,220.070938,354.327819,5.806248,348.686480,362.885196,29.519322,0.437688,29.060544,30.087061,53.020300,1.266351,51.586093,54.477797
seq00_static_1750k.ply,1750000,FECunion,50,1750000,5,445,577.441007,19.975983,557.137490,610.110597,204.441962,11.022756,196.392606,223.875336,315.150108,8.529793,304.673105,326.507640,15.703967,0.161706,15.483639,15.879344,7.347918,0.128894,7.179214,7.491849
seq00_static_1800k.ply,1800000,FEC,0,1800000,5,464,9307.734688,291.986575,8924.407046,9659.683596,232.959080,15.576588,206.514136,243.826436,570.588590,21.655540,547.785936,602.722016,8398.101823,261.595888,8063.758511,8709.089531,69.957553,2.974959,66.358084,73.280425
seq00_static_1800k.ply,1800000,FEC1,0,1800000,5,464,722.886851,7.035016,710.416946,727.443207,227.293840,5.805218,221.458229,236.764049,370.683153,4.850113,364.197107,377.707603,30.636521,0.659075,29.808297,31.317468,61.190812,4.564250,56.247904,66.839731
seq00_static_1800k.ply,1800000,FECunion,0,1800000,5,464,673.141311,9.973950,657.023102,682.057866,233.507589,6.704714,225.802508,241.130454,369.017209,10.552786,353.732038,381.374034,18.122967,0.375996,17.841006,18.779915,8.529498,0.175509,8.345860,8.713222
seq00_static_1800k.ply,1800000,FEC,50,1800000,5,464,9277.645513,113.965743,9151.263656,9425.297883,235.727772,7.464779,224.401834,242.845372,581.483825,8.521739,567.863446,591.178498,8365.116368,106.971356,8242.017116,8502.130232,68.836375,3.187829,63.825908,71.907076
seq00_static_1800k.ply,1800000,FEC1,50,1800000,5,464,726.835189,7.027785,720.961211,738.604409,234.447329,3.809661,229.348216,239.180440,367.465726,4.317632,362.871510,373.222057,30.290465,0.498237,29.754577,31.084811,61.753031,3.766832,57.671374,66.749308
seq00_static_1800k.ply,1800000,FECunion,50,1800000,5,464,651.587109,6.495798,645.960110,659.695532,236.058580,4.286505,231.995836,241.900104,346.733770,3.964290,340.684790,351.691203,17.957607,0.149170,17.781326,18.106850,8.593676,0.297681,8.440495,9.124889
seq00_static_1850k.ply,1850000,FEC,0,1850000,5,479,9633.379194,68.170016,9527.106060,9709.369941,239.975446,2.611435,235.614505,242.380005,598.827199,4.129868,594.193787,603.811502,8691.562270,62.721214,8597.678167,8767.177226,72.608863,1.202293,70.924215,74.145689
seq00_static_1850k.ply,1850000,FEC1,0,1850000,5,479,774.308557,6.243578,768.024162,782.960854,245.130545,3.593276,240.316052,248.624466,396.252424,5.549639,389.319775,404.256224,32.621205,0.742469,31.763440,33.630683,64.590476,1.848167,62.177524,67.282699
seq00_static_1850k.ply,1850000,FECunion,0,1850000,5,479,690.934549,23.451697,663.522041,711.744482,237.547603,10.475343,225.884173,250.809116,380.531682,10.839550,367.023326,391.023395,18.780765,0.506398,17.981927,19.258109,8.878374,0.276310,8.425726,9.146182
seq00_static_1850k.ply,1850000,FEC,50,1850000,5,479,9861.781491,144.828537,9669.452666,10010.123397,245.083292,8.536442,236.904439,258.022790,603.111361,8.693577,589.444828,613.630230,8912.275691,139.416699,8717.699250,9061.662753,72.046782,2.085317,69.467099,74.636580
seq00_static_1850k.ply,1850000,FEC1,50,1850000,5,479,755.128184,5.119112,747.352948,759.949827,244.420403,4.671090,240.753354,252.583681,381.661406,4.492299,378.265236,388.741274,31.624158,0.846109,30.988968,32.784905,63.112347,4.028738,59.297815,67.928862
seq00_static_1850k.ply,1850000,FECunion,50,1850000,5,479,680.882702,8.134170,671.197963,693.706817,240.998010,2.412209,238.429044,244.832003,366.833734,9.447408,357.036881,379.244862,18.631172,0.254598,18.353475,18.999064,8.886809,0.184735,8.561763,9.001427
seq00_static_1900k.ply,1900000,FEC,0,1900000,5,492,10284.520536,121.112245,10189.768738,10489.463030,246.481900,4.648947,239.514029,251.017991,616.906422,19.652048,594.315864,635.312647,9317.797373,125.743714,9210.139469,9529.622929,72.184954,1.426102,70.693943,74.083084
seq00_static_1900k.ply,1900000,FEC1,0,1900000,5,492,768.959064,27.563205,739.725764,801.226907,245.975276,9.940219,233.829715,255.454414,390.561803,13.736329,374.846960,405.448719,32.049093,1.107740,30.622559,33.144323,65.223246,6.585771,58.612895,72.904857
seq00_static_1900k.ply,1900000,FECunion,0,1900000,5,492,731.497172,21.210358,704.528246,761.805761,258.139904,7.039664,251.039010,268.147838,398.551871,13.437672,378.251313,415.973005,19.981714,0.466870,19.192350,20.425635,9.281430,0.359246,8.661881,9.586362
seq00_static_1900k.ply,1900000,FEC,50,1900000,5,492,10346.699193,133.659609,10246.545245,10579.535550,251.553609,11.174891,236.930607,265.307876,625.790551,3.021101,621.210721,628.281379,9375.106371,128.586619,9262.101055,9595.611453,73.056824,2.681866,69.690243,75.603012
seq00_static_1900k.ply,1900000,FEC1,50,1900000,5,492,775.666788,25.678238,733.306304,803.367923,246.946708,7.854897,238.980406,258.115955,395.336526,17.761579,369.976560,417.158069,33.389401,2.405547,30.769147,37.001382,64.069067,3.854342,59.932642,67.956525
seq00_static_1900k.ply,1900000,FECunion,50,1900000,5,492,712.511541,11.390288,694.310023,722.077546,254.922175,3.535565,251.032472,259.051748,383.710700,7.489552,370.890882,389.125485,19.791961,0.587877,18.758117,20.209218,9.530673,0.473197,8.819081,10.088963
seq00_static_1950k.ply,1950000,FEC,0,1950000,5,505,11078.809227,182.159545,10934.794108,11397.340825,257.941273,13.968625,243.963981,276.576421,651.271830,18.321784,623.221002,671.218175,10060.025845,167.764809,9940.903899,10353.675771,77.672211,2.842438,72.953933,80.329801
seq00_static_1950k.ply,1950000,FEC1,0,1950000,5,505,785.241574,24.057022,759.046031,824.518479,247.617147,9.291663,240.138283,259.549184,401.360365,14.951887,384.015075,423.949790,33.038924,1.455211,31.519329,35.082284,67.788010,3.972179,62.143354,72.467835
seq00_static_1950k.ply,1950000,FECunion,0,1950000,5,505,723.375060,25.245015,694.397437,754.346041,257.113969,11.867686,243.995617,269.422471,392.652341,16.564310,373.321235,410.687535,19.493993,0.929165,18.739322,20.705955,9.300797,0.419510,8.853953,9.701380
seq00_static_1950k.ply,1950000,FEC,50,1950000,5,505,11082.625701,141.954497,10947.723769,11312.610271,252.135722,9.142997,244.675816,264.101287,658.114162,3.444151,653.531722,662.415577,10072.459640,129.749032,9941.595733,10281.203823,75.181365,3.535260,71.591959,79.813165
seq00_static_1950k.ply,1950000,FEC1,50,1950000,5,505,793.133346,21.747529,758.276119,815.732108,254.651107,8.714818,245.806581,264.106390,401.685926,10.667065,383.465409,411.204633,33.545956,0.953763,31.961839,34.478360,66.969581,3.094224,62.543580,70.156109
seq00_static_1950k.ply,1950000,FECunion,50,1950000,5,505,704.033680,18.798333,690.941334,736.029599,256.900163,6.549330,249.799667,263.601585,374.667249,12.947873,363.885583,397.017282,19.244367,0.697677,18.821231,20.481826,9.265401,0.330163,8.962412,9.692719
seq00_static_2M.ply,2000000,FEC,0,2000000,5,508,11544.444926,151.701023,11326.224158,11733.786694,258.323839,10.362500,241.385107,267.366717,677.543797,24.461817,638.538675,697.972166,10500.684518,142.789621,10292.211513,10678.378839,76.691444,4.467821,70.730765,81.113442
seq00_static_2M.ply,2000000,FEC1,0,2000000,5,508,782.601387,23.876917,767.439325,824.595163,246.910155,9.591574,240.228869,263.853684,402.392985,12.688951,392.481090,424.549558,32.857936,1.346379,31.601592,35.070433,65.335025,3.591592,62.004014,69.770629
seq00_static_2M.ply,2000000,FECunion,0,2000000,5,508,770.017548,3.586860,764.557206,773.059501,266.956999,4.014751,261.627326,271.791216,422.766325,4.773109,418.567942,429.441527,21.307769,0.300022,20.874866,21.666843,10.240215,0.288574,9.874942,10.614262
seq00_static_2M.ply,2000000,FEC,50,2000000,5,508,11364.779547,172.128465,11074.500186,11536.717750,264.431073,3.969541,259.206019,267.624362,664.520525,14.514833,642.070336,679.110368,10333.685499,155.681980,10076.841905,10501.432089,78.563951,2.995553,73.945266,81.197808
seq00_static_2M.ply,2000000,FEC1,50,2000000,5,508,781.694892,15.000779,769.061167,807.470777,257.209752,10.607921,248.427284,273.698901,392.687522,5.548425,387.040470,401.465467,32.409518,0.556394,31.788215,33.248751,64.877640,2.878860,62.759145,69.895356
seq00_static_2M.ply,2000000,FECunion,50,2000000,5,508,707.653643,9.235573,697.813514,719.943414,250.033713,3.015944,244.720234,252.105874,384.289316,5.951311,376.484406,392.228667,19.547354,0.241763,19.183257,19.803837,9.310876,0.178252,9.122187,9.504411
seq00_static_2050k.ply,2050000,FEC,0,2050000,5,520,11952.791567,147.968835,11763.918452,12164.329796,262.862330,14.747639,246.253396,282.429387,707.864555,17.121910,682.655265,725.059839,10868.330230,128.615360,10726.606627,11074.259841,77.374512,1.956785,74.596875,79.810139
seq00_static_2050k.ply,2050000,FEC1,0,2050000,5,520,860.281683,21.805066,824.154170,881.834211,274.491593,5.297423,270.140916,282.211746,438.269656,14.241428,413.972627,451.446187,35.852703,1.477858,33.616440,37.765211,72.358458,3.742931,69.265286,78.829510
seq00_static_2050k.ply,2050000,FECunion,0,2050000,5,520,746.037233,5.388726,740.868174,753.809246,257.244521,2.978666,255.188234,262.301473,409.940674,7.341268,399.832619,419.028200,20.352819,0.154449,20.123755,20.522255,9.720142,0.259655,9.501932,10.160728
seq00_static_2050k.ply,2050000,FEC,50,2050000,5,520,12112.601670,255.233516,11800.865083,12446.807083,269.383592,6.783531,263.503441,281.073361,705.453495,12.533801,691.934557,724.336813,11032.584945,245.202214,10740.232454,11354.982300,78.247623,2.682186,75.305784,81.562809
seq00_static_2050k.ply,2050000,FEC1,50,2050000,5,520,838.009643,9.658484,829.376891,849.128174,272.426211,5.008001,268.735539,280.711554,422.987447,6.471113,413.529318,431.469786,34.993967,1.060821,33.586343,36.495695,69.823187,2.822471,67.628707,74.768892
seq00_static_2050k.ply,2050000,FECunion,50,2050000,5,520,750.119473,4.599536,742.876965,754.568486,271.951188,4.876621,268.490782,280.499031,400.875454,4.564020,395.415057,406.494476,20.651413,0.160062,20.484306,20.834960,9.649181,0.035420,9.604487,9.688600
seq00_static_2100k.ply,2100000,FEC,0,2100000,5,539,12846.663070,66.114276,12763.629863,12917.494259,272.794519,4.126353,268.999289,279.755567,734.655487,14.994907,710.948259,748.771257,11725.459757,67.567739,11649.909647,11788.862192,79.755511,1.497233,78.197040,81.634016
seq00_static_2100k.ply,2100000,FEC1,0,2100000,5,539,860.685760,3.309606,856.865842,864.926921,273.532328,3.505543,267.484650,276.009695,439.393441,3.851880,433.978679,443.501143,36.008694,0.361556,35.638540,36.507087,71.597615,4.447497,67.531904,76.629012
seq00_static_2100k.ply,2100000,FECunion,0,2100000,5,539,788.858924,4.148493,785.152135,793.969102,274.901273,5.938774,266.782482,283.451748,432.257496,3.419942,428.678128,436.217749,21.391489,0.166012,21.108619,21.538008,10.045847,0.134984,9.952385,10.281661
seq00_static_2100k.ply,2100000,FEC,50,2100000,5,539,12548.214476,143.173237,12354.635806,12689.653291,281.401640,6.367785,274.798419,289.740197,721.344108,18.065166,695.917448,744.158172,11434.477875,127.946537,11273.002100,11580.049513,80.001511,1.022474,78.905116,81.621447
seq00_static_2100k.ply,2100000,FEC1,50,2100000,5,539,851.502403,4.158386,846.298260,855.498132,277.792281,3.207889,273.953890,281.631723,428.405160,6.770383,419.643636,435.309670,35.485283,0.927900,34.605822,36.493467,70.999795,3.929577,67.804410,75.355356
seq00_static_2100k.ply,2100000,FECunion,50,2100000,5,539,783.619741,12.178632,762.634367,792.788266,278.842647,2.543872,275.149219,282.172173,422.129548,8.760197,409.548215,432.482364,21.189971,0.212609,20.840146,21.341671,10.213434,0.226475,10.014591,10.567166
seq00_static_2150k.ply,2150000,FEC,0,2150000,5,552,13527.250522,197.919274,13260.048176,13807.053002,273.142566,7.479654,265.909128,285.517326,756.352651,8.169354,743.329546,765.376960,12380.096428,194.319656,12124.354369,12659.472870,81.760402,3.072415,77.837421,85.014565
seq00_static_2150k.ply,2150000,FEC1,0,2150000,5,552,877.293806,11.276890,863.027547,890.652548,275.598130,4.862016,271.923498,282.507611,450.179879,4.202183,444.362567,455.206859,37.196839,0.629105,36.471175,37.712217,72.646655,4.293129,69.198806,78.821462
seq00_static_2150k.ply,2150000,FECunion,0,2150000,5,552,787.058781,4.807053,781.086343,792.643465,277.905911,6.712861,269.223362,285.416232,427.376102,6.403655,419.967011,436.047494,21.287108,0.109136,21.170802,21.467208,10.700326,0.535455,10.306272,11.600543
seq00_static_2150k.ply,2150000,FEC,50,2150000,5,552,13150.690567,168.835145,12946.820275,13319.490530,271.236906,15.984663,244.018913,285.313749,731.579819,22.244712,703.361180,750.152780,12043.145147,133.159634,11895.089929,12185.626862,79.272425,4.506744,71.819253,82.867488
seq00_static_2150k.ply,2150000,FEC1,50,2150000,5,552,908.143154,15.846134,889.745488,922.571997,295.215037,8.034465,283.963206,303.223971,457.055158,4.779166,451.449634,463.912567,37.795427,0.579943,37.299359,38.772420,76.636530,4.559125,71.907445,82.828348
seq00_static_2150k.ply,2150000,FECunion,50,2150000,5,552,811.925057,31.080575,774.840946,843.085426,286.915600,11.028986,269.482445,294.964978,440.784969,18.572942,414.098930,459.737035,22.173015,0.842726,21.181933,22.987790,10.691862,0.452197,10.073006,11.169147
seq00_static_2200k.ply,2200000,FEC,0,2200000,5,583,14120.420632,75.132161,14052.761994,14225.778428,279.172412,14.896731,264.088612,303.778753,761.678882,38.233896,697.308689,793.151741,12957.287845,88.392621,12855.206511,13059.954742,84.654115,2.188723,82.519760,88.317883
seq00_static_2200k.ply,2200000,FEC1,0,2200000,5,583,946.405537,10.232788,932.405250,958.838177,295.199523,6.024968,288.794332,304.821262,488.640898,8.431249,477.977057,500.437513,40.072456,0.872466,39.064617,41.408464,78.525750,2.805496,76.658063,83.501594
seq00_static_2200k.ply,2200000,FECunion,0,2200000,5,583,815.890056,15.887210,789.132985,829.124795,286.560218,4.599979,280.832285,291.865985,445.288890,11.555068,427.497861,459.129297,22.074277,0.355635,21.514964,22.463044,10.670636,0.333267,10.348934,11.136744
seq00_static_2200k.ply,2200000,FEC,50,2200000,5,583,14043.014013,317.085423,13691.308027,14352.574260,299.176118,17.646051,284.324106,328.169185,773.265533,8.752990,764.561064,783.885857,12858.551049,307.440171,12533.884015,13180.373574,85.544409,2.672872,82.734372,89.414370
seq00_static_2200k.ply,2200000,FEC1,50,2200000,5,583,900.296227,16.151307,883.022640,924.874998,290.118618,4.813433,283.592047,296.218098,453.971705,6.194351,449.809799,464.911501,37.751433,0.789633,36.987669,39.091350,77.284571,5.245660,71.357851,83.010554
seq00_static_2200k.ply,2200000,FECunion,50,2200000,5,583,813.899416,12.326474,798.803219,824.667125,288.425522,5.154801,283.154976,295.070186,440.206246,8.992366,430.481827,451.678315,22.161639,0.121533,21.959714,22.262458,11.253646,0.787001,10.547082,12.208498
seq00_static_2250k.ply,2250000,FEC,0,2250000,5,583,14913.640616,163.017546,14743.843703,15112.426610,292.616967,7.273131,284.429791,300.858785,816.053506,12.610290,804.313842,833.652664,13673.761404,162.002090,13502.987593,13888.191605,89.310683,1.892974,87.325043,92.232471
seq00_static_2250k.ply,2250000,FEC1,0,2250000,5,583,971.930417,15.704280,954.520234,992.586942,298.834359,6.695450,288.357518,306.719819,504.767946,14.032379,489.794296,522.943301,42.078167,1.707590,40.455679,44.476751,80.620315,4.613106,77.868971,88.768787
seq00_static_2250k.ply,2250000,FECunion,0,2250000,5,583,837.870723,21.725503,817.821159,874.707749,288.383133,11.291218,280.406315,305.779414,461.567054,10.061085,450.094923,476.986575,22.625586,0.747619,21.841348,23.731429,11.044330,0.836842,10.331959,12.185237
seq00_static_2250k.ply,2250000,FEC,50,2250000,5,583,14777.723584,152.266530,14648.132420,15011.595503,296.755071,9.079081,288.857459,311.674475,815.532441,11.427588,805.864776,828.114261,13548.514143,144.667006,13417.178559,13771.032710,88.754742,2.522631,85.150252,91.172573
seq00_static_2250k.ply,2250000,FEC1,50,2250000,5,583,929.835115,7.852643,919.783057,938.775644,304.528834,6.485481,295.486612,312.674165,465.392885,5.208287,456.575581,469.338894,38.588961,0.567988,37.784813,39.198093,78.635012,4.325434,74.124144,85.483079
seq00_static_2250k.ply,2250000,FECunion,50,2250000,5,583,849.711772,31.725817,813.897878,875.304607,306.715323,11.553094,288.872530,316.134656,454.040284,17.933222,429.969325,469.245720,23.166944,0.908761,22.127461,24.079552,11.339824,0.623056,10.534196,12.282836
seq00_static_2300k.ply,2300000,FEC,0,2300000,5,588,15568.152958,304.168575,15208.860721,15903.931462,301.688239,15.746372,283.580193,322.071549,860.163050,23.447713,821.635378,885.539297,14269.356260,294.645046,13927.118055,14582.388426,90.486943,3.344399,87.322027,94.948883
seq00_static_2300k.ply,2300000,FEC1,0,2300000,5,588,954.401594,28.618462,922.693831,985.136319,301.533377,13.828872,283.123376,320.698982,489.093615,16.197505,470.192826,504.692049,40.189697,1.233423,38.813647,41.413714,79.190702,4.940234,73.923320,85.588606
seq00_static_2300k.ply,2300000,FECunion,0,2300000,5,588,894.429855,6.557538,887.676033,902.066710,311.411887,8.140364,303.173180,322.241236,487.645731,7.446973,475.308145,495.049318,24.186607,0.792581,22.799972,24.772298,11.477601,0.399318,10.828781,11.859478
seq00_static_2300k.ply,2300000,FEC,50,2300000,5,588,15792.726541,113.066610,15640.094794,15885.949490,303.760045,17.768138,288.788699,324.390504,852.669223,3.127925,847.572589,855.515116,14515.070851,105.481034,14371.150217,14621.895523,89.476658,4.883014,84.831722,95.429592
seq00_static_2300k.ply,2300000,FEC1,50,2300000,5,588,940.971398,22.847751,906.065739,967.919262,304.738629,10.259245,297.295736,322.069704,471.355331,9.321049,455.135140,477.378186,39.342912,0.975762,37.658117,40.125491,81.932984,5.520720,74.400840,86.911666
seq00_static_2300k.ply,2300000,FECunion,50,2300000,5,588,865.814658,27.149505,836.643582,905.065288,309.559377,10.419282,294.594661,323.111317,465.690062,19.941780,445.849002,497.803965,23.340646,0.700212,22.547046,23.972109,11.305092,0.494871,10.544746,11.829242
seq00_static_2350k.ply,2350000,FEC,0,2350000,5,611,16662.068822,89.606440,16579.984705,16813.299202,310.684467,12.993080,292.213052,326.125274,851.287146,40.610035,786.545363,887.795468,15359.149192,110.055651,15261.032490,15540.008139,90.890590,2.768969,86.475264,94.057565
seq00_static_2350k.ply,2350000,FEC1,0,2350000,5,611,986.855484,14.027773,965.474035,1002.969125,306.248237,5.411050,300.047634,313.448939,509.805514,8.889899,496.849615,520.313393,42.391350,1.153892,40.854197,43.882133,81.774712,3.219885,79.194194,87.189179
seq00_static_2350k.ply,2350000,FECunion,0,2350000,5,611,905.805963,11.067758,892.939425,917.946923,310.256941,4.352039,306.519008,317.706807,497.546903,8.043438,491.158574,510.436095,24.249271,0.463748,23.420174,24.474460,11.392709,0.324956,10.866347,11.715073
seq00_static_2350k.ply,2350000,FEC,50,2350000,5,611,16662.671580,166.135167,16448.291079,16871.265011,305.758857,13.087100,292.961709,326.216578,879.657172,7.736578,868.648290,887.686293,15350.647973,158.184875,15158.702923,15565.792204,92.028198,6.388977,85.107767,101.892572
seq00_static_2350k.ply,2350000,FEC1,50,2350000,5,611,940.576814,22.300577,919.975691,964.917427,300.422738,5.144447,294.553164,305.292501,473.907976,9.791850,463.119019,484.144702,39.421704,1.181115,37.833915,40.509956,81.918892,4.893559,76.318105,87.750133
seq00_static_2350k.ply,2350000,FECunion,50,2350000,5,611,876.748078,20.957934,844.004118,898.509900,309.876479,7.044561,298.896377,317.952353,475.001540,11.981620,456.639032,486.639309,23.972712,0.466025,23.149129,24.276572,11.383021,0.456004,10.791372,11.891313
seq00_static_2400k.ply,2400000,FEC,0,2400000,5,622,17464.329064,225.071470,17102.502996,17708.528918,312.072457,1.960603,310.672700,314.961746,887.330419,19.265169,858.984203,912.217252,16129.234575,226.164486,15765.480515,16379.483301,95.134813,2.576267,92.260587,99.273414
seq00_static_2400k.ply,2400000,FEC1,0,2400000,5,622,997.727108,16.200037,981.484547,1016.465758,313.837666,4.622865,308.612961,320.912305,510.937070,11.024863,502.773293,527.387492,42.492103,0.945674,41.686881,43.826457,84.032755,5.420232,79.962668,90.841976
seq00_static_2400k.ply,2400000,FECunion,0,2400000,5,622,926.212469,12.716094,914.086746,945.049732,319.443524,7.407863,311.158798,326.715795,504.555708,5.081148,498.604770,511.634061,24.598121,0.100773,24.507115,24.710591,12.226406,0.590361,11.812119,13.230534
seq00_static_2400k.ply,2400000,FEC,50,2400000,5,622,17036.794929,524.378268,16315.504941,17527.136282,315.628130,10.456302,298.765831,324.937336,886.820676,31.587907,855.654488,938.898136,15706.635791,491.868903,15021.078675,16146.759768,89.568753,4.289826,82.573836,93.509680
seq00_static_2400k.ply,2400000,FEC1,50,2400000,5,622,977.512386,18.675492,945.630904,994.229198,309.304896,6.535506,298.688774,315.927374,498.446955,11.915106,482.718978,515.935835,41.503184,1.153752,40.180966,43.188430,81.454680,3.821080,77.878026,87.653464
seq00_static_2400k.ply,2400000,FECunion,50,2400000,5,622,916.101286,26.496672,891.622478,955.699354,317.978255,6.784750,312.058227,327.605602,499.214637,25.423760,476.425714,539.514068,24.791562,0.674164,24.224297,25.575309,12.174880,0.840383,11.468185,13.604510
seq00_static_2450k.ply,2450000,FEC,0,2450000,5,631,17888.841781,400.023118,17425.814493,18461.005907,329.018720,20.573468,307.035847,360.000209,926.122029,38.548406,860.731558,960.397456,16490.077074,382.467852,16054.020951,17037.656292,97.354008,1.738467,94.568684,99.354015
seq00_static_2450k.ply,2450000,FEC1,0,2450000,5,631,1042.254592,11.726091,1026.818944,1053.817446,329.609638,4.871776,323.509693,334.616258,535.779700,5.815779,526.456256,541.495819,44.041676,0.572432,43.249908,44.593396,85.415041,1.301200,83.708174,87.160930
seq00_static_2450k.ply,2450000,FECunion,0,2450000,5,631,916.485330,13.493913,903.121063,937.572340,321.753270,6.458122,316.134378,332.502965,496.985080,7.306991,488.536720,504.960640,24.736656,0.118710,24.565809,24.873766,12.137900,0.278407,11.988118,12.634644
seq00_static_2450k.ply,2450000,FEC,50,2450000,5,631,18195.820464,145.735183,18079.408703,18442.808970,320.530650,3.924558,317.463030,326.900873,922.802352,15.493354,904.254830,946.781256,16816.248948,137.860572,16707.954861,17054.903616,96.492117,4.217285,92.253141,101.494239
seq00_static_2450k.ply,2450000,FEC1,50,2450000,5,631,1008.089044,27.736277,969.168728,1029.730409,321.255223,12.715107,306.787043,337.330493,509.979056,13.185644,491.524767,521.098754,42.206572,0.914302,40.879479,42.963486,87.623459,5.489023,81.897801,96.065125
seq00_static_2450k.ply,2450000,FECunion,50,2450000,5,631,940.184010,10.853521,927.830236,952.142855,331.461878,4.379639,327.648390,338.957038,506.656506,11.596247,493.628940,525.257737,25.513707,0.183322,25.321612,25.750700,12.342357,0.092652,12.190895,12.416025
seq00_static_2500k.ply,2500000,FEC,0,2500000,5,642,17660.486378,93.638427,17556.983158,17801.043765,320.202630,11.110873,309.435885,337.064310,943.237024,8.955049,934.153554,958.193373,16243.167804,91.076561,16150.629473,16377.231576,96.421514,3.977087,92.525054,101.597354
seq00_static_2500k.ply,2500000,FEC1,0,2500000,5,642,1016.961824,26.057139,992.240868,1057.685862,323.678820,11.603308,311.916970,342.015561,517.136426,14.279461,499.871053,537.698026,42.538336,1.342617,40.534517,44.103427,84.997838,4.516583,79.187296,89.283536
seq00_static_2500k.ply,2500000,FECunion,0,2500000,5,642,957.511712,23.923958,934.874433,995.039423,336.067872,8.229259,324.172620,347.053425,515.637299,17.365024,490.765141,533.132916,25.462046,0.921602,24.458805,26.383830,12.088862,0.569925,11.602697,12.900304
seq00_static_2500k.ply,2500000,FEC,50,2500000,5,642,18796.388648,75.692828,18713.726803,18913.871643,337.030465,15.931427,309.605306,349.797376,948.063730,11.110455,933.612135,959.283008,17372.436064,90.611230,17273.540095,17511.991371,97.142071,4.541776,91.097174,102.583212
seq00_static_2500k.ply,2500000,FEC1,50,2500000,5,642,1012.921220,20.013292,991.923283,1037.351145,324.031735,10.992590,310.423347,335.861488,512.769672,8.521611,499.336833,522.378375,42.502402,1.069652,41.350907,44.089283,86.230501,5.926372,80.951322,93.250999
